Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status,Payment_Date_DT
PAY0000250,INV0000392,STU000516,2023-03-29,Bank Transfer,9542000,TXN-92083806BZ,Successful,2023-03-29
PAY0000251,INV0000537,STU000306,2023-10-28,Card,15144000,TXN-00035306ED,Successful,2023-10-28
PAY0000252,INV0002618,STU000885,2026-05-09,Cash,7950000,TXN-05975392TM,Successful,2026-05-09
PAY0000253,INV0000667,STU000127,2025-10-19,Cash,12002000,TXN-18424507VK,Successful,2025-10-19
PAY0000254,INV0002453,STU000162,2022-08-23,Bank Transfer,17182000,TXN-28612305VG,Successful,2022-08-23
PAY0000255,INV0002744,STU000558,2027-02-11,Bank Transfer,30341000,TXN-80900207MZ,Successful,2027-02-11
PAY0000256,INV0001173,STU001456,2024-12-17,Card,22447000,TXN-36213453JL,Reversed,2024-12-17
PAY0000257,INV0000266,STU000428,2028-07-14,E-Wallet,9333000,TXN-31608700VL,Successful,2028-07-14
PAY0000258,INV0001549,STU001111,2021-12-11,Cash,11087000,TXN-39646618UM,Successful,2021-12-11
PAY0000259,INV0000334,STU000838,2021-10-16,E-Wallet,9931000,TXN-05161735FU,Successful,2021-10-16
PAY0000260,INV0002887,STU000331,2023-05-30,Cash,33632000,TXN-15174285YS,Successful,2023-05-30
PAY0000261,INV0000230,STU001012,2026-04-30,Card,24756000,TXN-18975861SK,Successful,2026-04-30
PAY0000262,INV0002789,STU000885,2025-09-14,Card,5258000,TXN-34710486AI,Successful,2025-09-14
PAY0000263,INV0002381,STU001142,2022-12-20,Card,7275000,TXN-23171160HC,Successful,2022-12-20
PAY0000264,INV0001096,STU000805,2024-12-07,Bank Transfer,25677000,TXN-23069089XT,Successful,2024-12-07
PAY0000265,INV0001006,STU000501,2025-10-01,Bank Transfer,25488000,TXN-43209737EF,Successful,2025-10-01
PAY0000266,INV0001131,STU001244,2022-07-22,E-Wallet,7463000,TXN-66748608VA,Successful,2022-07-22
PAY0000267,INV0001126,STU001082,2025-08-16,E-Wallet,7068000,TXN-63461464UG,Successful,2025-08-16
PAY0000268,INV0000486,STU001420,2028-02-02,Card,11552000,TXN-07098855YX,Successful,2028-02-02
PAY0000269,INV0002440,STU000211,2029-09-30,Cash,21494000,TXN-01355801WA,Successful,2029-09-30
PAY0000270,INV0002808,STU000536,2023-01-17,Cash,6544000,TXN-88668635SP,Successful,2023-01-17
PAY0000271,INV0002882,STU000393,2027-03-14,Card,6141000,TXN-25262923EM,Reversed,2027-03-14
PAY0000272,INV0000781,STU000988,2022-05-18,Bank Transfer,8608000,TXN-42989350CK,Successful,2022-05-18
PAY0000273,INV0000677,STU001076,2023-07-28,Cash,16623000,TXN-54890788SM,Successful,2023-07-28
PAY0000274,INV0002705,STU000734,2025-07-22,Cash,8548000,TXN-38575005HY,Successful,2025-07-22
PAY0000275,INV0000146,STU000840,2024-03-24,Card,7662000,TXN-35626431IM,Successful,2024-03-24
PAY0000276,INV0000730,STU000931,2025-10-20,Card,14438000,TXN-53653145WP,Successful,2025-10-20
PAY0000277,INV0001758,STU001263,2027-05-09,Card,12415000,TXN-09241517VC,Successful,2027-05-09
PAY0000278,INV0001834,STU001377,2027-05-22,E-Wallet,13146000,TXN-65701536LP,Successful,2027-05-22
PAY0000279,INV0001668,STU001463,2022-09-30,E-Wallet,8356000,TXN-42369549DX,Successful,2022-09-30
PAY0000280,INV0000108,STU000632,2025-08-03,Card,16499000,TXN-01640191RF,Successful,2025-08-03
PAY0000281,INV0002233,STU001351,2023-11-19,Cash,17390000,TXN-66704255RC,Pending,2023-11-19
PAY0000282,INV0002437,STU000528,2023-12-31,Cash,19540000,TXN-17492078TX,Successful,2023-12-31
PAY0000283,INV0001749,STU000068,2021-11-12,Cash,5526000,TXN-99882661RK,Successful,2021-11-12
PAY0000284,INV0002106,STU000512,2027-06-22,Bank Transfer,7994000,TXN-03616759XA,Successful,2027-06-22
PAY0000285,INV0001846,STU001438,2024-02-28,Cash,12846000,TXN-73925583XJ,Successful,2024-02-28
PAY0000286,INV0002269,STU000574,2026-11-14,Cash,12532000,TXN-52297359TY,Successful,2026-11-14
PAY0000287,INV0000283,STU001275,2022-10-06,Cash,14475000,TXN-25563290WT,Successful,2022-10-06
PAY0000288,INV0002230,STU000549,2025-06-18,Card,12001000,TXN-79032383GG,Successful,2025-06-18
PAY0000289,INV0002725,STU000041,2026-09-20,Bank Transfer,34147000,TXN-86289561VK,Successful,2026-09-20
PAY0000290,INV0002515,STU000960,2022-11-05,Cash,13299000,TXN-24581668JI,Successful,2022-11-05
PAY0000291,INV0001822,STU000298,2024-06-02,Bank Transfer,10016000,TXN-35065834RH,Successful,2024-06-02
PAY0000292,INV0002064,STU001054,2027-05-07,Card,16815000,TXN-23258702PY,Successful,2027-05-07
PAY0000293,INV0002458,STU000293,2027-05-31,Bank Transfer,3729000,TXN-08085848QG,Successful,2027-05-31
PAY0000294,INV0002088,STU000129,2024-10-01,Card,9513000,TXN-16680819OX,Successful,2024-10-01
PAY0000295,INV0000964,STU000220,2023-06-19,E-Wallet,12114000,TXN-39513390JS,Successful,2023-06-19
PAY0000296,INV0000376,STU000009,2024-02-12,Bank Transfer,13550000,TXN-58251108CA,Successful,2024-02-12
PAY0000297,INV0000636,STU000121,2025-01-28,Cash,9238000,TXN-30133016TG,Successful,2025-01-28
PAY0000298,INV0000014,STU000081,2026-03-24,E-Wallet,20238000,TXN-97311665JH,Failed,2026-03-24
PAY0000299,INV0001841,STU001059,2025-03-17,E-Wallet,7360000,TXN-06205722IE,Successful,2025-03-17
PAY0000300,INV0002856,STU000734,2024-12-25,Bank Transfer,30618000,TXN-26852472UY,Successful,2024-12-25
PAY0000301,INV0000017,STU000663,2025-03-25,E-Wallet,2753000,TXN-63715778NI,Successful,2025-03-25
PAY0000302,INV0001619,STU000152,2024-07-22,E-Wallet,3828000,TXN-13332297AQ,Successful,2024-07-22
PAY0000303,INV0001822,STU000298,2024-04-10,Bank Transfer,5619000,TXN-15058220DT,Failed,
PAY0000304,INV0000707,STU001474,2020-08-18,Bank Transfer,11803000,TXN-44401195LI,Successful,2020-08-18
PAY0000305,INV0001308,STU001288,2025-03-27,Card,22735000,TXN-53696796VO,Successful,2025-03-27
PAY0000306,INV0000746,STU001141,2028-02-13,Bank Transfer,5035000,TXN-10847545IH,Successful,2028-02-13
PAY0000307,INV0002524,STU001286,2022-03-15,Bank Transfer,11760000,TXN-84238750VL,Successful,2022-03-15
PAY0000308,INV0002670,STU000199,2024-05-18,Card,11096000,TXN-96403754EZ,Successful,2024-05-18
PAY0000309,INV0001089,STU000608,2025-12-30,Card,7842000,TXN-18177199XH,Failed,2025-12-30
PAY0000310,INV0001871,STU000747,2026-10-17,Cash,3790000,TXN-70290576BF,Successful,2026-10-17
PAY0000311,INV0001684,STU000719,2022-11-25,E-Wallet,9332000,TXN-46653166ED,Successful,2022-11-25
PAY0000312,INV0002148,STU001183,2027-06-01,Cash,8413000,TXN-37420502EQ,Pending,2026-08-08
PAY0000313,INV0001590,STU001004,2027-11-14,Bank Transfer,14739000,TXN-56151339QO,Successful,2027-11-14
PAY0000314,INV0000405,STU000227,2026-09-08,Card,7633000,TXN-03484163CK,Successful,2026-09-08
PAY0000315,INV0002126,STU000578,2027-02-14,Cash,11685000,TXN-09225905YR,Successful,2027-02-14
PAY0000316,INV0000868,STU001134,2022-11-20,Cash,18689000,TXN-50085254FR,Successful,2022-11-20
PAY0000317,INV0001807,STU000517,2023-07-08,E-Wallet,37975000,TXN-42778987UT,Successful,2023-07-08
PAY0000318,INV0001344,STU000397,2027-06-13,Card,3499000,TXN-21866591IX,Successful,2027-06-13
PAY0000319,INV0000307,STU000843,2026-11-09,Card,11804000,TXN-23478279FH,Failed,2026-11-09
PAY0000320,INV0001667,STU001232,2024-01-04,E-Wallet,10987000,TXN-09631159VS,Successful,2024-01-04
PAY0000321,INV0000026,STU000942,2020-11-17,Cash,14645000,TXN-29960662PR,Successful,2020-11-17
PAY0000322,INV0001724,STU001013,2027-10-07,E-Wallet,4961000,TXN-63230259ZE,Successful,2027-10-07
PAY0000323,INV0000113,STU000684,2020-10-25,Cash,10467000,TXN-01906330UZ,Successful,2020-10-25
PAY0000324,INV0002776,STU000607,2021-04-11,Bank Transfer,8240000,TXN-80555842SP,Successful,2021-04-11
PAY0000325,INV0000740,STU000700,2029-02-26,E-Wallet,2418000,TXN-32009467CB,Successful,2029-02-26
PAY0000326,INV0001198,STU001282,2020-08-08,E-Wallet,8076000,TXN-83330357EE,Successful,2020-08-08
PAY0000327,INV0002564,STU000689,2027-07-27,Cash,6333000,TXN-23724811FP,Successful,2027-07-27
PAY0000328,INV0002274,STU001375,2027-10-21,Card,19923000,TXN-69501441HQ,Successful,2027-10-21
PAY0000329,INV0002263,STU001190,2024-06-25,E-Wallet,9902000,TXN-19692043LQ,Successful,2024-06-25
PAY0000330,INV0001480,STU001017,2025-12-17,Card,10215000,TXN-75525076XL,Successful,2025-11-05
PAY0000331,INV0002754,STU001099,2027-04-04,E-Wallet,8706000,TXN-84515496CY,Successful,2027-04-04
PAY0000332,INV0000534,STU001247,2028-07-14,E-Wallet,19191000,TXN-54231934AU,Successful,2028-07-14
PAY0000333,INV0000474,STU000647,2025-04-04,Card,13590000,TXN-13529334WG,Successful,2025-04-04
PAY0000334,INV0002654,STU000991,2026-05-10,Cash,2986000,TXN-03571801MG,Pending,2026-05-10
PAY0000335,INV0002249,STU001208,2026-07-16,E-Wallet,14685000,TXN-51426248CS,Pending,2026-07-16
PAY0000336,INV0002809,STU001479,2025-02-16,Card,14746000,TXN-69500213PZ,Successful,2025-02-16
PAY0000337,INV0001426,STU000874,2022-09-19,Bank Transfer,7632000,TXN-44938001EO,Pending,2022-09-19
PAY0000338,INV0000148,STU000858,2023-09-17,Bank Transfer,11461000,TXN-00322317DU,Successful,2023-09-17
PAY0000339,INV0002552,STU000932,2027-06-08,Card,21226000,TXN-39916493NB,Successful,2027-06-08
PAY0000340,INV0001679,STU000591,2029-01-02,Card,7058000,TXN-55035525YX,Failed,2029-01-02
PAY0000341,INV0002653,STU000483,2023-04-08,E-Wallet,8904000,TXN-32086609XM,Successful,2023-04-08
PAY0000342,INV0002041,STU000111,2026-09-27,Cash,15067000,TXN-38300934SD,Successful,2026-09-27
PAY0000343,INV0000855,STU000206,2022-10-25,Card,12975000,TXN-49709902XH,Successful,2022-10-25
PAY0000344,INV0000928,STU000179,2026-08-20,Bank Transfer,7946000,TXN-27702443PA,Successful,2026-08-20
PAY0000345,INV0002274,STU001375,2027-10-02,Card,10292000,TXN-51267518VQ,Successful,2027-10-02
PAY0000346,INV0002218,STU001188,2025-01-13,Bank Transfer,8152000,TXN-01327033RJ,Successful,2025-01-13
PAY0000347,INV0001007,STU001406,2026-05-05,Bank Transfer,5131000,TXN-93714488VV,Reversed,2026-05-05
PAY0000348,INV0000455,STU000767,2029-07-30,Card,4206000,TXN-78870318EE,Pending,2029-07-30
PAY0000349,INV0000500,STU000603,2027-01-23,Cash,3214000,TXN-29998237LD,Pending,2027-01-23
PAY0000350,INV0002045,STU000064,2025-09-17,Bank Transfer,5037000,TXN-25894312YJ,Successful,2025-09-17
PAY0000351,INV0001988,STU000390,2023-06-22,E-Wallet,6408000,TXN-62935123RL,Successful,2023-06-09
PAY0000352,INV0002549,STU000117,2026-08-23,E-Wallet,11170000,TXN-10021575MN,Successful,2026-08-23
PAY0000353,INV0000157,STU000955,2027-11-29,E-Wallet,26772000,TXN-97347327RA,Reversed,2027-11-29
PAY0000354,INV0002375,STU000934,2025-08-11,E-Wallet,8332000,TXN-63714244XD,Successful,2025-08-11
PAY0000355,INV0002604,STU001023,2025-07-14,E-Wallet,16695000,TXN-26263630II,Successful,2025-07-14
PAY0000356,INV0002635,STU000668,2022-11-23,Bank Transfer,15085000,TXN-86164907QV,Successful,2022-11-23
PAY0000357,INV0001801,STU000230,2026-12-31,E-Wallet,22392000,TXN-51521749RV,Reversed,2026-12-31
PAY0000358,INV0001425,STU000299,2025-10-31,Card,13447000,TXN-92419924UA,Successful,
PAY0000359,INV0002369,STU000281,2027-10-28,Bank Transfer,6879000,TXN-70600811GB,Successful,2027-10-28
PAY0000360,INV0001957,STU001211,2025-02-04,Cash,19562000,TXN-10898415XV,Failed,2025-02-04
PAY0000361,INV0002124,STU000792,2026-08-18,Cash,13369000,TXN-16241959BA,Successful,2026-08-18
PAY0000362,INV0001813,STU001454,2024-03-14,E-Wallet,3968000,TXN-02099218LI,Successful,2024-03-14
PAY0000363,INV0001858,STU001119,2027-12-10,Card,3260000,TXN-80489157IB,Successful,2027-12-10
PAY0000364,INV0001298,STU001400,2027-08-07,E-Wallet,20074000,TXN-66349491CJ,Successful,2027-08-07
PAY0000365,INV0001340,STU001138,2023-04-02,Card,14152000,TXN-70883726EC,Failed,2023-04-02
PAY0000366,INV0002593,STU000801,2023-06-15,E-Wallet,19161000,TXN-81656735EA,Successful,2022-08-15
PAY0000367,INV0002179,STU000258,2022-07-19,Cash,12516000,TXN-23099142PG,Successful,2022-07-19
PAY0000368,INV0000474,STU000647,2025-04-22,Cash,6724000,TXN-67023266FP,Successful,2025-04-22
PAY0000369,INV0000792,STU000825,2025-08-25,Bank Transfer,7651000,TXN-43206964DO,Successful,2025-04-27
PAY0000370,INV0000342,STU000507,2023-05-08,Cash,10707000,TXN-36740673UF,Successful,2023-05-08
PAY0000371,INV0001348,STU000892,2022-11-17,E-Wallet,24513000,TXN-11431311GR,Successful,2022-11-17
PAY0000372,INV0002704,STU001461,2028-01-18,Cash,5368000,TXN-17655112RS,Successful,2028-01-18
PAY0000373,INV0002359,STU000476,2023-12-18,Bank Transfer,9806000,TXN-52347758MT,Successful,2023-12-18
PAY0000374,INV0001571,STU000808,2023-08-23,E-Wallet,11927000,TXN-15360870YX,Successful,2023-08-23
PAY0000375,INV0002130,STU001213,2022-02-09,E-Wallet,11934000,TXN-93020977QI,Successful,2022-02-09
PAY0000376,INV0002596,STU000350,2029-12-25,Card,19199000,TXN-11333852OT,Failed,2029-12-25
PAY0000377,INV0002727,STU001353,2026-08-01,Bank Transfer,17554000,TXN-88770706KG,Reversed,2026-08-01
PAY0000378,INV0000776,STU001456,2020-10-24,E-Wallet,13012000,TXN-36161744DV,Successful,2020-10-24
PAY0000379,INV0002692,STU001063,2026-11-06,Bank Transfer,26122000,TXN-63302747HP,Successful,2026-11-06
PAY0000380,INV0002424,STU000903,2026-10-09,Cash,14839000,TXN-69461243WH,Successful,2026-10-09
PAY0000381,INV0000322,STU000792,2025-11-04,Cash,10141000,TXN-64509024TW,Successful,2025-11-04
PAY0000382,INV0002186,STU001168,2025-05-07,Card,17388000,TXN-25854381GZ,Successful,2025-05-07
PAY0000383,INV0001596,STU000676,2025-05-12,E-Wallet,3903000,TXN-44802203EB,Successful,2025-05-12
PAY0000384,INV0000809,STU001037,2024-12-11,Card,8916000,TXN-64701598RE,Successful,2024-10-23
PAY0000385,INV0000402,STU000713,2026-10-13,E-Wallet,18570000,TXN-85484924IY,Successful,2026-10-13
PAY0000386,INV0001022,STU000656,2023-04-03,Bank Transfer,59012000,TXN-45441089NF,Successful,2023-04-03
PAY0000387,INV0000860,STU001408,2021-09-23,Bank Transfer,5772000,TXN-55711763II,Successful,2021-09-23
PAY0000388,INV0001182,STU001140,2027-08-30,E-Wallet,5263000,TXN-09230714UI,Successful,2027-08-30
PAY0000389,INV0002136,STU000026,2023-09-03,Cash,13044000,TXN-53922921OG,Pending,2023-09-03
PAY0000390,INV0001021,STU000015,2027-09-26,Card,10109000,TXN-83887030MP,Successful,2027-09-26
PAY0000391,INV0002593,STU000801,2023-07-16,E-Wallet,15013000,TXN-24926502JQ,Successful,2023-07-16
PAY0000392,INV0002525,STU001161,2025-07-30,Bank Transfer,8212000,TXN-41725776PH,Successful,2025-07-30
PAY0000393,INV0002268,STU001011,2030-09-17,E-Wallet,32002000,TXN-13421307WU,Successful,2030-09-17
PAY0000394,INV0001363,STU001086,2021-02-07,E-Wallet,10697000,TXN-39356202BC,Successful,2021-02-07
PAY0000395,INV0001394,STU000155,2023-11-02,Card,17329000,TXN-24469843KV,Successful,2023-11-02
PAY0000396,INV0000827,STU001216,2026-05-02,Cash,17918000,TXN-79913704UD,Successful,2026-05-02
PAY0000397,INV0002313,STU001049,2024-06-10,E-Wallet,9785000,TXN-18486637PP,Successful,2024-06-10
PAY0000398,INV0000628,STU000923,2022-06-22,Cash,66193000,TXN-49289025GS,Successful,2022-06-22
PAY0000399,INV0002593,STU000801,2023-07-20,Bank Transfer,14203000,TXN-87343557RP,Successful,2023-07-20
PAY0000400,INV0002793,STU000808,2026-11-27,Card,10840000,TXN-41162027XN,Successful,2026-11-27
PAY0000401,INV0002737,STU000604,2026-09-26,Card,21278000,TXN-56442058HN,Successful,2026-09-26
PAY0000402,INV0000890,STU001146,2027-10-24,Cash,6745000,TXN-85747277NK,Successful,2027-10-06
PAY0000403,INV0001773,STU001020,2021-03-13,Card,14105000,TXN-43245498OC,Successful,2021-03-13
PAY0000404,INV0000279,STU000418,2024-06-02,Bank Transfer,10571000,TXN-60080437TP,Successful,2024-06-02
PAY0000405,INV0001652,STU001277,2029-03-31,Cash,8524000,TXN-08058359XB,Reversed,2029-03-31
PAY0000406,INV0001959,STU000183,2027-11-29,Card,35719000,TXN-00763654VD,Successful,2027-11-29
PAY0000407,INV0001526,STU000945,2025-12-14,Card,10703000,TXN-61543300PV,Pending,2025-12-14
PAY0000408,INV0000307,STU000843,2026-09-29,Cash,11116000,TXN-74985104FG,Successful,2026-09-29
PAY0000409,INV0000503,STU000415,2022-10-12,Cash,14944000,TXN-34243648FC,Successful,2022-10-12
PAY0000410,INV0002745,STU000300,2027-09-19,E-Wallet,4286000,TXN-46886557SK,Successful,2027-09-19
PAY0000411,INV0000075,STU000742,2022-08-26,Card,11048000,TXN-59032448ZC,Successful,2022-08-26
PAY0000412,INV0001334,STU000864,2020-09-06,Cash,17063000,TXN-45686758RX,Failed,2020-09-06
PAY0000413,INV0001537,STU000087,2029-07-19,Cash,7636000,TXN-83429221CS,Successful,2029-07-19
PAY0000414,INV0002463,STU001300,2026-04-06,Bank Transfer,5901000,TXN-99859924FI,Failed,2026-04-06
PAY0000415,INV0001799,STU000730,2020-07-30,Bank Transfer,7848000,TXN-74248440NI,Successful,2020-07-30
PAY0000416,INV0002577,STU001040,2026-08-25,Cash,8542000,TXN-23644586NV,Failed,2026-08-25
PAY0000417,INV0001296,STU000988,2025-05-23,Cash,6271000,TXN-38689959EV,Failed,2025-05-23
PAY0000418,INV0000414,STU001326,2021-05-21,Card,11274000,TXN-82082730TY,Successful,2021-05-21
PAY0000419,INV0002880,STU000891,2023-06-25,E-Wallet,12345000,TXN-71568071RM,Successful,2023-06-25
PAY0000420,INV0000057,STU000393,2027-02-06,Bank Transfer,25319000,TXN-60241088TA,Successful,2027-02-06
PAY0000421,INV0000753,STU001185,2027-08-16,Bank Transfer,7801000,TXN-21823483OX,Successful,2027-08-16
PAY0000422,INV0002538,STU000417,2023-03-24,Bank Transfer,12663000,TXN-61800367CM,Successful,2023-03-24
PAY0000423,INV0000657,STU000495,2027-08-17,Bank Transfer,11489000,TXN-04389692RX,Successful,2027-08-17
PAY0000424,INV0000136,STU000708,2023-05-24,Card,6745000,TXN-18335469CC,Successful,2023-05-24
PAY0000425,INV0000297,STU000173,2024-05-18,E-Wallet,23424000,TXN-49914907XW,Successful,2024-05-18
PAY0000426,INV0001503,STU001266,2023-09-18,E-Wallet,16512000,TXN-24353235VR,Failed,2023-08-24
PAY0000427,INV0000930,STU001386,2025-05-11,Cash,11414000,TXN-26680263LB,Successful,2025-05-11
PAY0000428,INV0001413,STU000109,2026-09-16,Bank Transfer,7796000,TXN-89610972YV,Successful,2026-09-16
PAY0000429,INV0000308,STU001161,2025-10-18,E-Wallet,17389000,TXN-29402432SL,Successful,2025-10-18
PAY0000430,INV0001881,STU000247,2022-02-01,Cash,13473000,TXN-38617280WU,Successful,2022-02-01
PAY0000431,INV0000116,STU001337,2022-03-25,Card,13643000,TXN-75038389HA,Successful,2022-03-25
PAY0000432,INV0000720,STU000990,2028-10-29,Card,11185000,TXN-98874428ZQ,Successful,2028-10-29
PAY0000433,INV0002226,STU000055,2021-10-26,Bank Transfer,7618000,TXN-96675034QJ,Successful,
PAY0000434,INV0001231,STU000578,2027-08-31,Card,6723000,TXN-39159269CY,Successful,2027-08-31
PAY0000435,INV0002481,STU001112,2029-07-29,Card,12737000,TXN-14512193KT,Pending,2029-07-29
PAY0000436,INV0000279,STU000418,2024-03-21,Card,23268000,TXN-62564005YA,Successful,2024-03-21
PAY0000437,INV0002933,STU001419,2028-01-25,Bank Transfer,3533000,TXN-53824005NH,Pending,2028-01-25
PAY0000438,INV0000426,STU000116,2022-03-04,Card,21872000,TXN-55886077EP,Pending,2022-03-04
PAY0000439,INV0001214,STU001174,2025-04-21,Card,6377000,TXN-77069500XJ,Successful,2025-04-21
PAY0000440,INV0001643,STU000169,2023-01-10,E-Wallet,15638000,TXN-45309538JC,Successful,2023-01-10
PAY0000441,INV0001344,STU000397,2027-08-09,Cash,7896000,TXN-82257520LT,Successful,2027-08-09
PAY0000442,INV0002630,STU001388,2026-01-20,Cash,3166000,TXN-24783697RV,Successful,2026-01-20
PAY0000443,INV0002802,STU000552,2023-08-21,Cash,12224000,TXN-43237996RG,Successful,2023-08-21
PAY0000444,INV0001961,STU000669,2025-12-10,Cash,21286000,TXN-67196646GY,Successful,2025-12-10
PAY0000445,INV0001279,STU000575,2022-04-18,Card,22939000,TXN-73257166BG,Successful,2022-04-18
PAY0000446,INV0000794,STU000366,2028-09-26,Card,6921000,TXN-06873180TX,Successful,2028-09-26
PAY0000447,INV0002265,STU000997,2025-11-02,Cash,2266000,TXN-64947421HZ,Successful,2025-11-02
PAY0000448,INV0002740,STU001126,2020-11-01,Cash,4942000,TXN-50667806RM,Successful,2020-11-01
PAY0000449,INV0001650,STU000045,2028-02-04,Cash,17581000,TXN-91468872GM,Successful,2028-02-04
PAY0000450,INV0000782,STU000990,2030-01-25,Card,12132000,TXN-57445661QQ,Successful,2030-01-25
PAY0000451,INV0002537,STU000264,2021-04-20,E-Wallet,25066000,TXN-45732437VE,Successful,2021-02-18
PAY0000452,INV0002537,STU000264,2021-04-25,Cash,9967000,TXN-90181643PA,Successful,2021-04-25
PAY0000453,INV0001133,STU001091,2022-01-12,Bank Transfer,8310000,TXN-41494221DY,Successful,2022-01-12
PAY0000454,INV0001336,STU000909,2028-11-22,Bank Transfer,15873000,TXN-90751975SP,Successful,2028-11-22
PAY0000455,INV0002306,STU000867,2026-06-10,Bank Transfer,7231000,TXN-53052801EG,Successful,2026-06-10
PAY0000456,INV0001223,STU000610,2025-09-11,Cash,11610000,TXN-91713460RB,Successful,2025-09-11
PAY0000457,INV0000722,STU000735,2027-11-15,Bank Transfer,14622000,TXN-06799252EJ,Successful,2027-11-15
PAY0000458,INV0000163,STU000584,2024-07-28,Card,4358000,TXN-84256354TP,Successful,2024-07-28
PAY0000459,INV0000968,STU000272,2022-10-15,E-Wallet,3115000,TXN-49442827TD,Successful,2022-10-15
PAY0000460,INV0002483,STU000238,2022-05-16,Bank Transfer,6955000,TXN-11903906PA,Successful,
PAY0000461,INV0002095,STU001397,2022-01-28,Card,4752000,TXN-11803333XL,Successful,2022-01-28
PAY0000462,INV0000767,STU001376,2025-10-18,Bank Transfer,4736000,TXN-41480089SB,Successful,2025-10-18
PAY0000463,INV0000147,STU000237,2025-05-08,Bank Transfer,1463000,TXN-44429484RA,Successful,2025-05-08
PAY0000464,INV0001650,STU000045,2028-01-05,E-Wallet,18564000,TXN-83067116FF,Successful,2028-01-05
PAY0000465,INV0001659,STU000287,2022-12-19,Bank Transfer,25083000,TXN-21108224UL,Reversed,2022-12-19
PAY0000466,INV0002162,STU000496,2029-06-19,Card,3237000,TXN-11171881UJ,Successful,2029-06-19
PAY0000467,INV0001677,STU000514,2030-03-07,Bank Transfer,7107000,TXN-88950445RN,Successful,2030-03-07
