Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0000176,DEP017,2022-01-29,Maintenance,Phạm Đặng Tập Đoàn,Hơn từng sẽ nhiều sẽ hơn đã nào.,146849000,Pending,Cash
EXP0000177,DEP009,2026-05-21,Scholarship,Nguyễn Nguyễn Doanh Nghiệp Tư Nhân,Nhiều thế đi như trong như làm một làm.,238611000,Pending,Bank Transfer
EXP0000178,DEP018,2022-04-01,Research,Mai Công Ty Hợp Danh,Cũng thì sau giữa chưa đúng.,378967000,Rejected,Cash
EXP0000179,DEP007,2025-12-06,Scholarship,Hoàng Hoàng Công Ty Hợp Danh,Với vài này bạn này trong điều cũng tại.,262116000,Approved,Cash
EXP0000180,DEP012,2022-09-26,Utilities,Dương Tập Đoàn,Đang gần để cái đi chỉ từ.,17714000,Rejected,Cash
EXP0000181,DEP006,2024-03-11,Research,Lê Dương Công Ty Hợp Danh,Tại của không một làm.,205558000,Pending,Cash
EXP0000182,DEP017,2024-02-26,Utilities,Mai Và Đối Tác Công Ty Hợp Danh,Bên thế số một nếu nhiều về như như.,49527000,Approved,Cash
EXP0000183,DEP002,2026-04-27,Salary,Lê Và Dương Công Ty Tnhh Mtv,Đang nhiều này dưới tại.,787414000,Pending,Bank Transfer
EXP0000184,DEP019,2024-12-15,Maintenance,Lê Phạm Công Ty Trách Nhiệm Hữu Hạn,Trong cái cũng như đúng bạn tại sẽ.,41112000,Rejected,Bank Transfer
EXP0000185,DEP003,2023-06-04,Office Supplies,Lê Và Phạm Tập Đoàn,Để vậy vì như.,13269000,Approved,Corporate Card
EXP0000186,DEP012,2026-03-05,Salary,Dương Đặng Tập Đoàn,Mỗi gần cách đang.,898408000,Pending,Bank Transfer
EXP0000187,DEP016,2022-10-26,Maintenance,Hoàng Mai Công Ty Trách Nhiệm Hữu Hạn,Để nào thế có tôi điều như nào.,136075000,Approved,Corporate Card
EXP0000188,DEP013,2026-05-06,Equipment,Dương Và Phạm Công Ty Hợp Danh,Như nhiều với tôi.,40517000,Pending,Cash
EXP0000189,DEP002,2025-11-15,Research,Lê Mai Công Ty Tnhh Mtv,Theo hoặc cách trong sẽ hơn với vài có.,261183000,Approved,Cash
EXP0000190,DEP019,2023-05-24,Office Supplies,Vũ Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Rất cho cái tôi từ.,28787000,Pending,Corporate Card
EXP0000191,DEP007,2025-10-26,Salary,Bùi Và Bùi Doanh Nghiệp Tư Nhân,Theo đúng sẽ một của.,684385000,Approved,Corporate Card
EXP0000192,DEP017,2023-09-26,Research,Phạm Và Đối Tác Công Ty Tnhh,Hơn dưới để nhiều trong từng.,59342000,Approved,Bank Transfer
EXP0000193,DEP005,2024-05-25,Salary,Vũ Và Đối Tác Công Ty Tnhh,Hoặc đi của của để hơn gần với được.,530417000,Pending,Cash
EXP0000194,DEP011,2026-04-11,Marketing,Vũ Và Đối Tác Công Ty Tnhh,Bên làm tại một các tôi để được.,111740000,Rejected,Cash
EXP0000195,DEP005,2026-02-11,Salary,Nguyễn Doanh Nghiệp Tư Nhân,Có thế như tôi và là bên hơn.,957356000,Approved,Cash
EXP0000196,DEP012,2023-02-09,Equipment,Dương Và Đối Tác Công Ty Cổ Phần,Của của vẫn có không nào hơn này.,280472000,Approved,Bank Transfer
EXP0000197,DEP017,2023-03-15,Office Supplies,Vũ Lê Doanh Nghiệp Tư Nhân,Cho có như cũng lớn là thay nào hoặc.,28364000,Approved,Corporate Card
EXP0000198,DEP001,2022-05-18,Maintenance,Lê Trần Công Ty Tnhh,Nhưng đến đi sẽ trong làm giữa tại.,11035000,Approved,Cash
EXP0000199,DEP005,2026-07-26,Office Supplies,Hoàng Lê Công Ty Hợp Danh,Nhưng mà tôi khi.,15580000,Pending,Cash
EXP0000200,DEP012,2023-05-12,Equipment,Phạm Vũ Doanh Nghiệp Tư Nhân,Không một một này như cách thế.,243305000,Rejected,Bank Transfer
EXP0000201,DEP003,2026-03-21,Equipment,Trần Mai Công Ty Tnhh,Điều sẽ về đang thì để hoặc.,352640000,Approved,Corporate Card
EXP0000202,DEP012,2023-05-25,Equipment,Nguyễn Mai Công Ty Hợp Danh,Từ dưới người cái.,205421000,Approved,Cash
EXP0000203,DEP010,2024-01-13,Office Supplies,Dương Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Với nơi hoặc có.,5289000,Pending,Corporate Card
EXP0000204,DEP001,2023-05-21,Salary,Dương Công Ty Tnhh,Đó chưa điều sau đúng để của như.,394676000,Approved,Bank Transfer
EXP0000205,DEP001,2023-11-15,Office Supplies,Vũ Và Bùi Tập Đoàn,Từ cũng từng để các với.,26835000,Pending,Bank Transfer
EXP0000206,DEP003,2022-11-21,Marketing,Vũ Doanh Nghiệp Tư Nhân,Các thế tại bên.,46468000,Rejected,Corporate Card
EXP0000207,DEP014,2025-06-05,Salary,Lê Và Đối Tác Công Ty Hợp Danh,Là của khi này vậy không sau.,292499000,Pending,Corporate Card
EXP0000208,DEP005,2024-02-16,Salary,Dương Doanh Nghiệp Tư Nhân,Điều từng tôi được vì để.,887898000,Approved,Cash
EXP0000209,DEP005,2026-05-09,Maintenance,Đặng Phạm Công Ty Cổ Phần,Nhiều vì vẫn sau chưa.,111635000,Pending,Corporate Card
EXP0000210,DEP001,2025-01-31,Equipment,Dương Nguyễn Công Ty Hợp Danh,Đến để đang một từng đang đang có.,67470000,Pending,Bank Transfer
EXP0000211,DEP009,2026-05-14,Maintenance,Dương Và Phạm Doanh Nghiệp Tư Nhân,Hoặc mà vẫn điều đã.,135428000,Approved,Corporate Card
EXP0000212,DEP016,2022-05-27,Office Supplies,Trần Và Đối Tác Công Ty Hợp Danh,Nhiều một hơn cách.,11273000,Pending,Cash
EXP0000213,DEP004,2022-12-10,Scholarship,Vũ Và Đối Tác Công Ty Tnhh Mtv,Với lớn hơn cách cho từ thế vài cho.,278131000,Pending,Bank Transfer
EXP0000214,DEP013,2022-08-07,Marketing,Trần Và Phạm Công Ty Trách Nhiệm Hữu Hạn,Trong để nhưng cho.,83206000,Pending,Cash
EXP0000215,DEP013,2026-05-29,Marketing,Dương Và Đối Tác Công Ty Hợp Danh,Như cũng giống tôi với như giữa đến.,130581000,Pending,Cash
EXP0000216,DEP008,2026-06-24,Scholarship,Trần Công Ty Trách Nhiệm Hữu Hạn,Hơn nơi như thì hơn nào.,106267000,Pending,Corporate Card
EXP0000217,DEP009,2026-07-08,Marketing,Bùi Bùi Công Ty Cổ Phần,Mỗi đang là vài tại đi tôi.,175606000,Approved,Cash
EXP0000218,DEP013,2025-10-18,Office Supplies,Trần Phạm Doanh Nghiệp Tư Nhân,Và có nhưng với từ hơn.,8748000,Pending,Bank Transfer
EXP0000219,DEP020,2026-05-14,Office Supplies,Lê Và Đặng Công Ty Trách Nhiệm Hữu Hạn,Nơi với nếu giống trong bạn với.,8077000,Pending,Corporate Card
EXP0000220,DEP015,2024-05-19,Office Supplies,Hoàng Và Đối Tác Công Ty Tnhh,Để với trong có gần đã.,744000,Approved,Cash
EXP0000221,DEP004,2023-10-26,Salary,Bùi Và Phạm Công Ty Trách Nhiệm Hữu Hạn,Lớn điều cho như.,969865000,Pending,Bank Transfer
EXP0000222,DEP017,2022-09-10,Marketing,Hoàng Và Vũ Công Ty Tnhh,Cũng từ không theo các trong.,145783000,Rejected,Cash
EXP0000223,DEP011,2025-10-11,Utilities,Đặng Và Dương Doanh Nghiệp Tư Nhân,Có này khiến đó đến.,48580000,Approved,Corporate Card
EXP0000224,DEP014,2022-09-18,Utilities,Vũ Và Đối Tác Tập Đoàn,Hoặc rất trong khiến như khi thì không tại.,56683000,Pending,Cash
EXP0000225,DEP011,2023-04-24,Scholarship,Hoàng Lê Công Ty Trách Nhiệm Hữu Hạn,Thế điều giống như.,176942000,Approved,Corporate Card
EXP0000226,DEP002,2026-07-29,Scholarship,Trần Công Ty Cổ Phần,Hoặc hơn nếu cũng này nhiều.,11128000,Pending,Corporate Card
EXP0000227,DEP011,2022-04-11,Salary,Trần Và Đối Tác Công Ty Hợp Danh,Để cho điều khi chưa nếu thế vẫn về.,437417000,Approved,Bank Transfer
EXP0000228,DEP011,2022-07-20,Marketing,Phạm Trần Công Ty Hợp Danh,Một gần gần như đến trong đang nào.,184877000,Rejected,Cash
EXP0000229,DEP003,2023-09-04,Salary,Đặng Nguyễn Công Ty Tnhh,Chưa giữa hơn tại.,641073000,Rejected,Corporate Card
EXP0000230,DEP015,2024-07-25,Salary,Mai Và Nguyễn Doanh Nghiệp Tư Nhân,Sau chỉ trong của của số tại.,762996000,Rejected,Cash
EXP0000231,DEP018,2024-01-04,Office Supplies,Lê Mai Doanh Nghiệp Tư Nhân,Gần với nào như trong vậy cũng để.,23128000,Rejected,Cash
EXP0000232,DEP018,2023-02-21,Research,Vũ Và Đối Tác Công Ty Cổ Phần,Điều thay đó của với nơi nào.,148957000,Approved,Corporate Card
EXP0000233,DEP006,2023-01-18,Utilities,Vũ Và Dương Công Ty Cổ Phần,Có của hơn giữa nhiều tại chỉ.,58683000,Pending,Bank Transfer
EXP0000234,DEP017,2024-12-30,Salary,Bùi Lê Công Ty Trách Nhiệm Hữu Hạn,Để tôi chỉ nhưng đó gần.,335673000,Rejected,Bank Transfer
EXP0000235,DEP015,2023-07-11,Office Supplies,Trần Và Lê Công Ty Tnhh,Từng nơi sẽ tự.,5116000,Pending,Bank Transfer
EXP0000236,DEP005,2024-10-30,Office Supplies,Hoàng Trần Công Ty Hợp Danh,Tại giữa chưa làm người hơn.,29138000,Rejected,Cash
EXP0000237,DEP009,2025-04-14,Utilities,Lê Phạm Tập Đoàn,Bên được thế cái gần cái hơn nào.,55227000,Pending,Cash
EXP0000238,DEP020,2023-04-25,Scholarship,Trần Và Đối Tác Công Ty Tnhh Mtv,Số số về là như đó giữa nào.,254879000,Approved,Corporate Card
EXP0000239,DEP005,2026-07-06,Maintenance,Hoàng Doanh Nghiệp Tư Nhân,Nơi bên từng trong để.,41221000,Rejected,Corporate Card
EXP0000240,DEP015,2025-08-06,Scholarship,Trần Và Đối Tác Doanh Nghiệp Tư Nhân,Không nào đã về rất sẽ trong mỗi.,260938000,Rejected,Cash
EXP0000241,DEP013,2025-08-16,Marketing,Dương Công Ty Tnhh Mtv,Chưa sau để nhiều.,163162000,Approved,Corporate Card
EXP0000242,DEP005,2023-04-28,Equipment,Lê Đặng Công Ty Tnhh,Cho cái từng điều nhiều trong của bên.,328097000,Approved,Bank Transfer
EXP0000243,DEP005,2026-01-28,Scholarship,Nguyễn Công Ty Hợp Danh,Một hơn vẫn chỉ đúng nếu.,238880000,Pending,Corporate Card
EXP0000244,DEP014,2024-04-12,Salary,Nguyễn Và Đặng Công Ty Hợp Danh,Rất nhưng dưới như rất trong.,711882000,Rejected,Corporate Card
EXP0000245,DEP014,2022-05-02,Utilities,Hoàng Đặng Công Ty Cổ Phần,Hơn từng thì tại vẫn vì.,35169000,Approved,Cash
EXP0000246,DEP002,2022-11-17,Scholarship,Phạm Vũ Công Ty Cổ Phần,Hơn nhưng thay thế làm vẫn.,238986000,Rejected,Corporate Card
EXP0000247,DEP017,2025-04-27,Office Supplies,Dương Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Theo nếu giữa cho trong tại làm bên.,25530000,Rejected,Bank Transfer
EXP0000248,DEP010,2025-12-11,Marketing,Vũ Và Đối Tác Công Ty Hợp Danh,Dưới rất thì các.,191158000,Pending,Cash
EXP0000249,DEP002,2023-08-25,Marketing,Dương Công Ty Tnhh,Cách có nhiều của với nào với và.,21640000,Pending,Cash
EXP0000250,DEP005,2024-05-27,Office Supplies,Mai Và Vũ Tập Đoàn,Dưới về nào cũng để nơi cũng.,21881000,Approved,Cash
EXP0000251,DEP006,2023-03-23,Scholarship,Hoàng Doanh Nghiệp Tư Nhân,Tại như trong nhưng lớn cho điều với.,82734000,Rejected,Bank Transfer
EXP0000252,DEP018,2026-03-18,Marketing,Dương Tập Đoàn,Từ vài hơn đến cũng.,27095000,Pending,Bank Transfer
EXP0000253,DEP007,2025-05-14,Office Supplies,Vũ Và Hoàng Công Ty Hợp Danh,Chỉ đang để đúng giống trong dưới.,19361000,Approved,Corporate Card
EXP0000254,DEP006,2022-08-08,Scholarship,Mai Và Vũ Công Ty Tnhh Mtv,Như hoặc điều vì của.,279415000,Rejected,Bank Transfer
EXP0000255,DEP003,2023-01-27,Marketing,Vũ Và Đối Tác Tập Đoàn,Cũng lớn đó nơi bên cái.,30563000,Approved,Bank Transfer
EXP0000256,DEP017,2025-09-13,Office Supplies,Nguyễn Mai Tập Đoàn,Sau vài như với thế gần để.,16124000,Rejected,Bank Transfer
EXP0000257,DEP014,2022-07-18,Utilities,Nguyễn Công Ty Tnhh Mtv,Về đúng trong sẽ để.,96116000,Rejected,Bank Transfer
EXP0000258,DEP017,2022-06-30,Scholarship,Bùi Đặng Tập Đoàn,Hơn chưa nếu gần.,190652000,Pending,Bank Transfer
EXP0000259,DEP016,2025-02-08,Maintenance,Dương Và Đối Tác Công Ty Cổ Phần,Nếu trong các như đã thì số một thì.,128919000,Approved,Bank Transfer
EXP0000260,DEP002,2026-01-13,Office Supplies,Đặng Và Đối Tác Tập Đoàn,Làm với có nhưng trong.,5537000,Approved,Corporate Card
EXP0000261,DEP010,2025-08-13,Maintenance,Hoàng Doanh Nghiệp Tư Nhân,Mà lớn chưa thế nhưng từ được giống về.,137932000,Rejected,Bank Transfer
EXP0000262,DEP011,2022-10-27,Salary,Hoàng Và Đối Tác Công Ty Tnhh Mtv,Làm của là như từng từng nếu có.,299667000,Approved,Cash
EXP0000263,DEP001,2024-11-12,Marketing,Nguyễn Và Đối Tác Tập Đoàn,Lớn hơn đúng nơi chỉ thế nơi.,21582000,Pending,Bank Transfer
EXP0000264,DEP008,2026-05-18,Research,Hoàng Và Phạm Công Ty Trách Nhiệm Hữu Hạn,Các để và có thì.,98576000,Rejected,Corporate Card
EXP0000265,DEP005,2025-11-08,Scholarship,Mai Và Đối Tác Công Ty Hợp Danh,Như hơn bạn với với.,252508000,Rejected,Bank Transfer
EXP0000266,DEP004,2026-07-26,Research,Lê Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Lớn khi theo đã cho như tôi.,87703000,Rejected,Cash
EXP0000267,DEP005,2023-06-16,Utilities,Mai Công Ty Tnhh Mtv,Trong để dưới đến.,78849000,Approved,Bank Transfer
EXP0000268,DEP014,2022-10-15,Utilities,Lê Và Đối Tác Công Ty Hợp Danh,Chưa như mà thế về nếu nhiều có.,36467000,Pending,Corporate Card
EXP0000269,DEP001,2023-09-12,Research,Đặng Và Vũ Doanh Nghiệp Tư Nhân,Khi đến của sẽ nơi là cho tại đó.,115720000,Approved,Cash
EXP0000270,DEP002,2025-07-12,Utilities,Bùi Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Trong có dưới hơn.,21895000,Pending,Corporate Card
EXP0000271,DEP002,2023-08-28,Research,Phạm Và Hoàng Doanh Nghiệp Tư Nhân,Được gần người trong mà chỉ.,303434000,Approved,Bank Transfer
EXP0000272,DEP013,2022-11-27,Utilities,Nguyễn Và Phạm Công Ty Tnhh Mtv,Từ tại để đã số gần.,27706000,Approved,Bank Transfer
EXP0000273,DEP017,2025-02-16,Scholarship,Vũ Và Dương Công Ty Cổ Phần,Trong làm như các từ để giống hơn đi.,52645000,Approved,Corporate Card
EXP0000274,DEP006,2024-10-08,Scholarship,Bùi Doanh Nghiệp Tư Nhân,Làm gần tôi được không rất cũng làm cho.,94717000,Rejected,Corporate Card
EXP0000275,DEP009,2025-11-24,Office Supplies,Phạm Và Đối Tác Công Ty Tnhh Mtv,Cũng của nào cách.,29027000,Approved,Bank Transfer
EXP0000276,DEP001,2022-10-10,Research,Lê Tập Đoàn,Của đã cho sẽ cái đúng lớn.,363695000,Approved,Bank Transfer
EXP0000277,DEP008,2023-06-11,Utilities,Hoàng Nguyễn Công Ty Hợp Danh,Trong tại như người tôi nếu giống.,98852000,Pending,Corporate Card
EXP0000278,DEP009,2023-02-10,Equipment,Nguyễn Bùi Doanh Nghiệp Tư Nhân,Của cũng tại điều nhiều.,161933000,Pending,Cash
EXP0000279,DEP002,2022-03-10,Research,Vũ Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Bên đang đúng cũng rất hoặc.,426048000,Rejected,Corporate Card
EXP0000280,DEP003,2023-03-23,Utilities,Trần Và Đối Tác Công Ty Tnhh,Từ cũng của có gần.,54398000,Pending,Corporate Card
EXP0000281,DEP004,2022-02-09,Scholarship,Mai Công Ty Cổ Phần,Bên để khiến điều này.,174415000,Approved,Bank Transfer
EXP0000282,DEP017,2023-08-12,Equipment,Nguyễn Đặng Công Ty Hợp Danh,Từ như đi chưa.,231521000,Rejected,Cash
EXP0000283,DEP010,2023-10-06,Office Supplies,Phạm Công Ty Hợp Danh,Vẫn không theo như để từ vài vài của.,3853000,Approved,Bank Transfer
EXP0000284,DEP018,2025-11-13,Scholarship,Vũ Doanh Nghiệp Tư Nhân,Và cũng có đang.,9089000,Rejected,Cash
EXP0000285,DEP013,2025-10-05,Research,Phạm Và Đối Tác Doanh Nghiệp Tư Nhân,Cho chưa theo đang thay với vì.,329102000,Approved,Corporate Card
EXP0000286,DEP011,2022-10-31,Utilities,Bùi Và Dương Công Ty Cổ Phần,Là nhưng rất là là thế về người.,94233000,Approved,Corporate Card
EXP0000287,DEP011,2023-07-07,Utilities,Dương Bùi Công Ty Tnhh Mtv,Đến vài chưa chỉ vì đã.,34484000,Pending,Cash
EXP0000288,DEP008,2022-10-19,Salary,Dương Và Đặng Công Ty Trách Nhiệm Hữu Hạn,Nhiều thì đang gần cách sẽ.,656703000,Pending,Bank Transfer
EXP0000289,DEP006,2025-12-16,Equipment,Phạm Hoàng Công Ty Hợp Danh,Cũng đó cũng là của thế vài.,198459000,Approved,Bank Transfer
EXP0000290,DEP015,2025-07-16,Maintenance,Mai Và Đối Tác Doanh Nghiệp Tư Nhân,Để đã thế số.,115832000,Pending,Corporate Card
EXP0000291,DEP002,2024-12-29,Scholarship,Trần Và Đối Tác Công Ty Tnhh Mtv,Số có vẫn từ vẫn.,246842000,Approved,Corporate Card
EXP0000292,DEP014,2023-09-29,Scholarship,Bùi Và Bùi Công Ty Cổ Phần,Cách với cách như tự gần thì.,161991000,Rejected,Corporate Card
EXP0000293,DEP006,2022-11-11,Office Supplies,Vũ Và Lê Công Ty Tnhh Mtv,Theo của khi người một.,28441000,Pending,Bank Transfer
EXP0000294,DEP004,2023-01-02,Salary,Đặng Và Đối Tác Công Ty Tnhh,Hoặc từng một trong.,270601000,Approved,Bank Transfer
EXP0000295,DEP015,2026-04-26,Office Supplies,Trần Và Đối Tác Doanh Nghiệp Tư Nhân,Từ nào để hoặc hơn bạn nào có.,15202000,Pending,Cash
EXP0000296,DEP005,2022-03-26,Utilities,Hoàng Và Đối Tác Tập Đoàn,Đã đi thay mỗi có theo không.,45375000,Approved,Bank Transfer
EXP0000297,DEP008,2025-06-27,Marketing,Phạm Và Đối Tác Công Ty Tnhh Mtv,Với nhưng về là khiến giữa không.,132483000,Pending,Corporate Card
EXP0000298,DEP004,2023-02-22,Marketing,Đặng Công Ty Hợp Danh,Tự thay các nào không của tại với.,142926000,Rejected,Corporate Card
EXP0000299,DEP020,2025-09-01,Equipment,Nguyễn Trần Công Ty Tnhh,Sau đã bạn để chưa từ hơn.,197575000,Approved,Corporate Card
EXP0000300,DEP011,2026-02-19,Scholarship,Hoàng Lê Công Ty Cổ Phần,Gần làm vậy như nơi lớn thì của để.,9581000,Approved,Corporate Card
EXP0000301,DEP018,2023-10-02,Utilities,Trần Công Ty Tnhh Mtv,Giống như bên vài đang trong chưa.,30759000,Approved,Corporate Card
EXP0000302,DEP019,2022-12-29,Scholarship,Phạm Hoàng Công Ty Cổ Phần,Vậy đi đến gần khi tự đang cái.,24000000,Pending,Cash
EXP0000303,DEP002,2025-09-10,Maintenance,Mai Và Lê Công Ty Hợp Danh,Với nơi bên bên được của cái cách.,98819000,Approved,Corporate Card
EXP0000304,DEP001,2023-02-18,Equipment,Hoàng Và Đối Tác Công Ty Hợp Danh,Nhiều đó để nhưng khi từng làm này để.,332721000,Approved,Bank Transfer
EXP0000305,DEP011,2024-03-02,Office Supplies,Nguyễn Và Vũ Doanh Nghiệp Tư Nhân,Cách rất về người.,9714000,Approved,Bank Transfer
EXP0000306,DEP017,2023-01-19,Research,Đặng Dương Công Ty Trách Nhiệm Hữu Hạn,Cách chưa cách khi điều để.,419355000,Pending,Bank Transfer
EXP0000307,DEP007,2024-09-19,Salary,Trần Mai Công Ty Cổ Phần,Giữa để không cho nơi hoặc đến.,648812000,Rejected,Bank Transfer
EXP0000308,DEP020,2024-04-28,Salary,Nguyễn Và Đối Tác Công Ty Tnhh,Thế tự thay và gần vẫn thì này.,803451000,Rejected,Corporate Card
EXP0000309,DEP017,2022-03-06,Research,Trần Và Lê Công Ty Cổ Phần,Nào hơn cách chỉ nhiều.,158953000,Pending,Corporate Card
EXP0000310,DEP008,2023-10-14,Research,Hoàng Hoàng Công Ty Tnhh,Không khiến vậy theo giống của thay sau.,141783000,Rejected,Corporate Card
EXP0000311,DEP006,2026-04-01,Equipment,Lê Tập Đoàn,Thế từ tôi các cho từng hơn.,325169000,Approved,Corporate Card
