Invoice_ID,Student_ID,Semester,Academic_Year,Invoice_Date,Due_Date,Tuition_Fee,Scholarship_Amount,Late_Fee,Total_Amount,Invoice_Status
INV0000257,STU000557,HK Hè,2022-2023,2022-05-18,2022-06-22,9662000,0,838000,10500000,Issued
INV0000258,STU000711,HK Hè,2025-2026,2025-10-21,2025-12-18,12201000,0,0,12201000,Partially Paid
INV0000259,STU001180,HK Hè,2019-2020,2019-11-27,2019-12-31,14311000,1431000,0,12880000,Overdue
INV0000260,STU001262,HK2,2023-2024,2023-02-06,2023-03-02,13681000,0,910000,14591000,Paid
INV0000261,STU000620,HK1,2024-2025,2024-03-24,2024-04-14,31274000,7818000,0,23456000,Overdue
INV0000262,STU000711,HK1,2025-2026,2025-08-27,2025-10-12,10900000,0,0,10900000,Paid
INV0000263,STU000172,HK Hè,2025-2026,2025-11-06,2025-12-03,33086000,0,861000,33947000,Partially Paid
INV0000264,STU001046,HK Hè,2023-2024,2023-08-12,2023-09-02,30260000,0,0,30260000,Paid
INV0000265,STU000868,HK2,2026-2027,2026-12-25,2027-02-20,14430000,7215000,0,7215000,Overdue
INV0000266,STU000428,HK Hè,2028-2029,2028-05-02,2028-06-06,21046000,0,693000,21739000,Partially Paid
INV0000267,STU000482,HK1,2021-2022,2021-08-21,2021-09-16,30920000,7730000,0,23190000,Issued
INV0000268,STU001074,HK Hè,2029-2030,2029-01-05,2029-02-08,29401000,14700000,0,14701000,Overdue
INV0000269,STU000511,HK1,2021-2022,2021-08-10,2021-10-07,19495000,0,0,19495000,Overdue
INV0000270,STU000336,HK Hè,2025-2026,2025-01-22,2025-03-19,22924000,0,562000,23486000,Issued
INV0000271,STU000803,HK2,2023-2024,2023-11-30,2023-12-26,9487000,949000,586000,9124000,Issued
INV0000272,STU000043,HK Hè,2021-2022,2021-06-03,2021-07-03,15714000,3928000,0,11786000,Overdue
INV0000273,STU001474,HK Hè,2021-2022,2021-06-11,2021-07-07,28535000,0,0,28535000,Partially Paid
INV0000274,STU001440,HK Hè,2024-2025,2024-07-28,2024-08-23,16927000,4232000,0,12695000,Issued
INV0000275,STU000899,HK Hè,2024-2025,2024-02-12,2024-04-07,29392000,0,0,29392000,Paid
INV0000276,STU000584,HK Hè,2025-2026,2025-03-07,2025-04-03,29949000,0,0,29949000,Issued
INV0000277,STU001383,HK Hè,2023-2024,2023-10-18,2023-12-17,19683000,0,0,19683000,Paid
INV0000278,STU000344,HK1,2025-2026,2025-06-03,2025-07-09,14537000,3634000,0,10903000,Partially Paid
INV0000279,STU000418,HK Hè,2024-2025,2024-03-16,2024-04-19,34346000,8586000,0,27566000,Paid
INV0000280,STU000140,HK1,2025-2026,2025-03-06,2025-04-07,34179000,17090000,0,17089000,Paid
INV0000281,STU001475,HK1,2025-2026,2025-12-15,2026-02-04,12556000,0,0,12556000,Paid
INV0000282,STU000356,HK Hè,2027-2028,02/01/2027,2027-02-22,8574000,2144000,0,6430000,Issued
INV0000283,STU001275,HK2,2022-2023,2022-07-04,2022-08-19,29120000,14560000,0,14560000,Paid
INV0000284,STU000096,HK Hè,2025-2026,2025-10-23,2025-12-04,20125000,10062000,0,10063000,Partially Paid
INV0000285,STU000057,HK1,2027-2028,2027-07-20,2027-08-22,19785000,1978000,0,17807000,Partially Paid
INV0000286,STU001468,HK2,2026-2027,2026-12-01,19/01/2027,27496000,0,0,27496000,Issued
INV0000287,STU001343,HK2,2027-2028,2027-03-16,2027-05-09,12764000,0,0,12764000,Issued
INV0000288,STU000194,HK2,2027-2028,2027-04-21,2027-05-11,20357000,0,1050000,21407000,Paid
INV0000289,STU000898,HK Hè,2020-2021,2020-07-20,2020-09-04,17682000,0,393000,18075000,Overdue
INV0000290,STU001207,HK1,2024-2025,2024-02-18,2024-04-02,23598000,5900000,0,17698000,Overdue
INV0000291,STU000440,HK Hè,2025-2026,2025-03-16,2025-05-15,20395000,0,0,20395000,Paid
INV0000292,STU001317,HK2,2026-2027,2026-04-07,2026-05-17,9394000,939000,1295000,9750000,Paid
INV0000293,STU000172,HK1,2024-2025,2024-05-04,2024-06-18,27879000,0,1233000,29112000,Partially Paid
INV0000294,STU000745,HK2,2026-2027,2026-01-14,2026-03-14,23632000,2363000,0,21269000,Partially Paid
INV0000295,STU001111,HK Hè,2024-2025,2024-12-15,2025-01-24,31383000,3138000,180000,28425000,Issued
INV0000296,STU000705,HK Hè,2027-2028,2027-06-28,2027-08-18,20483000,2048000,0,18435000,Overdue
INV0000297,STU000173,HK2,2024-2025,2024-02-08,2024-04-08,32189000,0,0,32189000,Paid
INV0000298,STU001465,HK1,2022-2023,2022-01-17,2022-03-17,15280000,0,681000,15961000,Issued
INV0000299,STU001261,HK2,2025-2026,2025-02-06,2025-04-07,17082000,0,389000,17471000,Overdue
INV0000300,STU000717,HK Hè,2026-2027,2026-03-12,2026-05-02,26836000,2684000,0,24152000,Partially Paid
INV0000301,STU000315,HK2,2024-2025,2024-04-18,2024-06-02,12179000,6090000,0,6089000,Overdue
INV0000302,STU000100,HK1,2028-2029,2028-03-03,2028-03-25,18951000,0,0,18951000,Issued
INV0000303,STU000618,HK1,2026-2027,2026-04-15,2026-05-23,25826000,2583000,0,23243000,Overdue
INV0000304,STU000986,HK Hè,2020-2021,2020-09-02,2020-09-28,21335000,0,0,21335000,Partially Paid
INV0000305,STU000063,HK2,2025-2026,2025-01-24,2025-02-20,8152000,4076000,0,4076000,Partially Paid
INV0000306,STU001392,HK Hè,2025-2026,2025-11-23,26/12/2025,9066000,0,148000,9214000,Overdue
INV0000307,STU000843,HK Hè,2026-2027,2026-09-15,2026-11-10,23793000,0,969000,24762000,Partially Paid
INV0000308,STU001161,HK1,2025-2026,2025-09-16,2025-11-01,23743000,2374000,0,21369000,Paid
INV0000309,STU001350,HK Hè,2027-2028,2027-09-26,12/11/2027,20366000,10183000,0,10183000,Partially Paid
INV0000310,STU000994,HK1,2028-2029,2028-03-07,17/04/2028,29326000,0,0,29326000,Overdue
INV0000311,STU000389,HK2,2026-2027,2026-10-15,2026-12-06,29489000,0,681000,30170000,Issued
INV0000312,STU000788,HK2,2027-2028,2027-12-12,2028-01-17,20629000,0,0,20629000,Partially Paid
INV0000313,STU000152,HK Hè,2024-2025,2024-07-23,2024-08-19,9781000,0,0,9781000,Paid
INV0000314,STU000578,HK1,2027-2028,2027-05-25,2027-07-20,10301000,2575000,0,7726000,Paid
INV0000315,STU001307,HK1,2026-2027,2026-04-08,2026-06-02,10812000,0,0,10812000,Issued
INV0000316,STU001146,HK1,2028-2029,2028-01-17,2028-02-13,17315000,1732000,0,15583000,Paid
INV0000317,STU000765,HK2,2026-2027,2026-10-31,2026-12-23,20280000,2028000,0,18252000,Partially Paid
INV0000318,STU000343,HK1,2022-2023,25/01/2022,2022-03-25,32265000,0,1271000,33536000,Paid
INV0000319,STU001195,HK1,2022-2023,2022-11-21,2023-01-11,23576000,0,0,23576000,Partially Paid
INV0000320,STU000412,HK Hè,2027-2028,2027-10-10,2027-12-05,31333000,7833000,355000,23855000,Issued
INV0000321,STU001330,HK Hè,2027-2028,2027-01-31,2027-02-21,34960000,8740000,0,26220000,Issued
INV0000322,STU000792,HK2,2025-2026,19/08/2025,2025-10-08,18193000,4548000,0,13645000,Paid
INV0000323,STU001104,HK1,2024-2025,2024-11-25,2024-12-22,19452000,4863000,0,14589000,Issued
INV0000324,STU001369,HK1,2028-2029,2028-12-21,2029-02-18,23981000,5995000,883000,18869000,Issued
INV0000325,STU000802,HK2,2025-2026,2025-08-28,2025-10-06,21245000,10622000,0,10623000,Overdue
INV0000326,STU000164,HK Hè,2027-2028,2027-04-24,2027-06-18,22626000,0,0,22626000,Paid
INV0000327,STU001391,HK2,2027-2028,2027-01-22,2027-03-01,12105000,0,732000,12837000,Issued
INV0000328,STU001311,HK1,2022-2023,2022-01-04,2022-01-26,19233000,1923000,0,17310000,Issued
INV0000329,STU000222,HK Hè,2027-2028,2027-06-27,2027-08-07,24065000,2406000,0,21659000,Paid
INV0000330,STU000903,HK2,2027-2028,2027-02-10,2027-03-14,23479000,11740000,0,11739000,Issued
INV0000331,STU001033,HK Hè,2025-2026,2025-07-16,2025-09-05,29517000,0,945000,30462000,Paid
INV0000332,STU001163,HK Hè,2027-2028,2027-11-10,2027-12-27,9806000,2452000,0,7354000,Issued
INV0000333,STU000840,HK2,2022-2023,2022-08-06,2022-09-07,8362000,2090000,0,6272000,Paid
INV0000334,STU000838,HK1,2021-2022,16/07/2021,2021-09-12,13685000,3421000,0,10264000,Partially Paid
INV0000335,STU001162,HK1,2024-2025,2024-01-13,2024-03-08,23456000,2346000,730000,21840000,Overdue
INV0000336,STU000551,HK1,2023-2024,2023-08-28,2023-10-27,9096000,0,0,9096000,Paid
INV0000337,STU000826,HK2,2023-2024,2023-03-08,01/04/2023,20163000,5041000,0,15122000,Partially Paid
INV0000338,STU000338,HK1,2025-2026,2025-04-03,2025-06-01,30313000,0,0,30313000,Overdue
INV0000339,STU000226,HK Hè,2023-2024,2023-03-25,2023-05-16,22373000,2237000,0,20136000,Overdue
INV0000340,STU000935,HK2,2025-2026,2025-01-21,2025-03-07,34864000,0,0,34864000,Overdue
INV0000341,STU001089,HK Hè,2025-2026,2025-07-21,2025-09-18,14039000,1404000,0,12635000,Partially Paid
INV0000342,STU000507,HK Hè,2023-2024,01/04/2023,2023-05-01,11007000,0,0,11007000,Paid
INV0000343,STU000996,HK Hè,2027-2028,2027-08-08,2027-09-08,8820000,4410000,0,4410000,Issued
INV0000344,STU000212,HK Hè,2026-2027,2026-07-11,2026-08-28,22376000,2238000,0,20138000,Issued
INV0000345,STU000078,HK Hè,2021-2022,2021-12-26,2022-02-02,31749000,0,0,31749000,Overdue
INV0000346,STU001470,HK2,2025-2026,2025-04-02,2025-04-22,8801000,880000,0,7921000,Issued
INV0000347,STU001209,HK Hè,2029-2030,2029-08-15,2029-10-03,11820000,2955000,0,8865000,Overdue
INV0000348,STU000096,HK Hè,2024-2025,2024-05-30,2024-07-24,34603000,8651000,171000,26123000,Overdue
INV0000349,STU000433,HK1,2025-2026,2025-04-24,2025-05-15,32397000,8099000,1457000,25755000,Issued
INV0000350,STU001077,HK2,2023-2024,2023-09-26,2023-11-04,30095000,0,0,30095000,Paid
INV0000351,STU001103,HK1,2026-2027,2026-09-21,2026-10-16,24738000,0,0,24738000,Issued
INV0000352,STU001393,HK1,2024-2025,2024-03-14,08/04/2024,15516000,7758000,0,7758000,Issued
INV0000353,STU000676,HK Hè,2020-2021,2020-10-14,2020-11-08,10802000,0,0,10802000,Issued
INV0000354,STU001474,HK1,2024-2025,2024-03-31,2024-05-04,32384000,8096000,622000,24910000,Partially Paid
INV0000355,STU000345,HK2,2026-2027,2026-02-24,2026-03-16,13337000,0,771000,14108000,Partially Paid
INV0000356,STU001232,HK1,2024-2025,21/01/2024,2024-03-20,19243000,0,1396000,20639000,Partially Paid
INV0000357,STU001441,HK2,2024-2025,2024-09-17,2024-10-25,32877000,0,0,32877000,Overdue
INV0000358,STU001281,HK1,2022-2023,2022-11-27,2022-12-30,31498000,7874000,182000,23806000,Paid
INV0000359,STU000865,HK1,2024-2025,2024-08-12,2024-09-12,29670000,14835000,0,14835000,Partially Paid
INV0000360,STU001035,HK2,2028-2029,2028-07-11,2028-09-02,9131000,4566000,0,4565000,Paid
INV0000361,STU000284,HK2,2021-2022,2021-06-08,2021-07-27,17676000,0,0,17676000,Partially Paid
INV0000362,STU000268,HK2,2025-2026,2025-11-30,2026-01-16,9237000,2309000,0,6928000,Paid
INV0000363,STU000618,HK1,2023-2024,2023-04-12,2023-06-03,18290000,0,0,18290000,Overdue
INV0000364,STU000487,HK Hè,2023-2024,2023-09-09,2023-10-24,16577000,0,0,16577000,Overdue
INV0000365,STU001124,HK1,2024-2025,2024-08-14,2024-10-07,13263000,0,0,13263000,Issued
INV0000366,STU000968,HK1,2024-2025,2024-09-07,2024-10-25,24545000,0,340000,24885000,Issued
INV0000367,STU000433,HK2,2025-2026,2025-03-19,2025-04-22,24888000,0,711000,25599000,Overdue
INV0000368,STU000199,HK Hè,2024-2025,2024-11-10,2024-12-11,18197000,4549000,0,13648000,Overdue
INV0000369,STU000095,HK Hè,2028-2029,2028-10-11,2028-11-13,24510000,0,0,24510000,Paid
INV0000370,STU000900,HK1,2020-2021,2020-08-10,2020-09-25,15021000,0,1009000,16030000,Issued
INV0000371,STU000669,HK Hè,2026-2027,2026-01-28,2026-03-22,27360000,0,1455000,28815000,Overdue
INV0000372,STU000318,HK1,2021-2022,2021-05-24,2021-07-08,9836000,4918000,285000,5203000,Issued
INV0000373,STU001303,HK2,2025-2026,2025-01-15,2025-02-12,12092000,0,738000,12830000,Paid
INV0000374,STU000452,HK Hè,2023-2024,2023-01-14,2023-02-11,11623000,1162000,1179000,11640000,Issued
INV0000375,STU000945,HK2,2026-2027,11/01/2026,2026-03-12,29716000,0,1285000,31001000,Paid
INV0000376,STU000009,HK1,2024-2025,2024-01-27,2024-03-05,30005000,3000000,0,27005000,Overdue
INV0000377,STU000918,HK1,2027-2028,2027-09-13,2027-11-08,12025000,1202000,0,10823000,Overdue
INV0000378,STU001289,HK1,2022-2023,2022-08-09,2022-09-29,17376000,0,0,17376000,Issued
INV0000379,STU001022,HK2,2028-2029,2028-12-09,2029-01-04,28173000,0,0,28173000,Paid
INV0000380,STU000077,HK2,2026-2027,2026-04-05,2026-05-07,18983000,1898000,0,17085000,Issued
INV0000381,STU001062,HK1,2025-2026,2025-01-04,2025-02-13,28646000,14323000,0,14323000,Paid
INV0000382,STU000629,HK1,2022-2023,2022-05-20,2022-07-07,32638000,0,0,32638000,Overdue
INV0000383,STU001014,HK1,2025-2026,2025-08-22,2025-10-02,19600000,9800000,0,9800000,Overdue
INV0000384,STU000405,HK Hè,2024-2025,2024-02-23,2024-04-19,11976000,2994000,0,8982000,Overdue
INV0000385,STU001353,HK1,2024-2025,2024-09-19,2024-10-31,24870000,0,0,24870000,Paid
INV0000386,STU000229,HK Hè,2025-2026,2025-07-18,2025-09-06,20617000,10308000,990000,11299000,Issued
INV0000387,STU000508,HK2,2029-2030,2029-05-09,2029-07-06,11514000,0,0,11514000,Issued
INV0000388,STU000714,HK2,2028-2029,2028-05-23,2028-07-09,12942000,3236000,0,9706000,Issued
INV0000389,STU000152,HK2,2026-2027,2026-06-05,2026-07-02,26451000,2645000,0,23806000,Paid
INV0000390,STU001329,HK2,2020-2021,2020-12-31,2021-01-28,10785000,0,1363000,12148000,Paid
INV0000391,STU000231,HK Hè,2028-2029,2028-04-05,2028-05-27,28017000,14008000,0,14009000,Issued
INV0000392,STU000516,HK Hè,2023-2024,2023-03-17,2023-04-15,32612000,16306000,0,16306000,Paid
INV0000393,STU000915,HK Hè,2026-2027,2026-11-02,2026-12-18,30841000,7710000,0,23131000,Partially Paid
INV0000394,STU001023,HK2,2023-2024,2023-04-06,2023-05-02,29379000,2938000,0,26441000,Issued
INV0000395,STU000220,HK Hè,2024-2025,2024-06-06,2024-07-04,18478000,0,919000,19397000,Issued
INV0000396,STU001365,HK Hè,2026-2027,2026-01-02,2026-02-19,32229000,8057000,0,24172000,Issued
INV0000397,STU001169,HK1,2027-2028,2027-11-23,2027-12-18,9975000,998000,0,8977000,Paid
INV0000398,STU000934,HK Hè,2026-2027,2026-04-17,01/06/2026,22966000,0,0,22966000,Paid
INV0000399,STU000591,HK1,2024-2025,2024-10-24,2024-12-22,33871000,16936000,0,16935000,Paid
INV0000400,STU000376,HK2,2021-2022,2021-01-27,2021-03-11,16090000,0,1413000,17503000,Issued
INV0000401,STU000331,HK2,2023-2024,2023-03-09,2023-04-11,11433000,2858000,255000,8830000,Issued
INV0000402,STU000713,HK2,2026-2027,2026-08-03,2026-08-28,24491000,2449000,573000,22615000,Overdue
INV0000403,STU000027,HK2,2025-2026,2025-02-20,2025-03-16,23479000,2348000,0,21131000,Partially Paid
INV0000404,STU000615,HK2,2026-2027,2026-04-07,2026-06-02,15979000,1598000,0,14381000,Paid
INV0000405,STU000227,HK Hè,2026-2027,2026-09-07,2026-10-06,11798000,1180000,854000,11472000,Partially Paid
INV0000406,STU000025,HK1,2026-2027,2026-08-11,2026-09-11,20192000,10096000,0,10096000,Partially Paid
INV0000407,STU001352,HK2,2021-2022,2021-09-10,2021-10-30,21585000,0,269000,21854000,Partially Paid
INV0000408,STU001094,HK Hè,2026-2027,2026-07-23,2026-08-24,29911000,7478000,0,22433000,Partially Paid
INV0000409,STU001274,HK1,2026-2027,2026-02-06,2026-03-18,29835000,0,0,29835000,Partially Paid
INV0000410,STU000995,HK1,2029-2030,2029-05-04,2029-05-25,20453000,0,670000,21123000,Issued
INV0000411,STU001395,HK Hè,2025-2026,2025-05-08,2025-06-21,30377000,0,0,30377000,Partially Paid
INV0000412,STU001354,HK2,2021-2022,2021-09-28,2021-10-21,21560000,0,0,21560000,Overdue
INV0000413,STU001479,HK Hè,2026-2027,2026-12-30,2027-02-08,21029000,10514000,1312000,11827000,Issued
INV0000414,STU001326,HK1,2021-2022,2021-02-17,2021-03-31,14446000,0,0,14446000,Issued
INV0000415,STU001123,HK2,2028-2029,2028-12-20,2029-01-31,32612000,0,0,32612000,Paid
INV0000416,STU000777,HK Hè,2021-2022,2021-09-10,2021-11-09,17744000,4436000,0,13308000,Overdue
INV0000417,STU001201,HK1,2022-2023,2022-06-24,2022-08-23,27730000,0,1299000,29029000,Paid
INV0000418,STU001156,HK2,2028-2029,2028-09-28,2028-11-24,26992000,0,0,26992000,Overdue
INV0000419,STU000741,HK Hè,2027-2028,2027-02-25,2027-04-16,25536000,12768000,0,15726000,Partially Paid
INV0000420,STU001066,HK2,2027-2028,09/10/2027,2027-11-12,25544000,0,0,25544000,Partially Paid
INV0000421,STU001056,HK1,2025-2026,2025-12-16,2026-02-01,15427000,0,0,15427000,Partially Paid
INV0000422,STU000216,HK1,2024-2025,2024-09-11,2024-11-03,32649000,0,0,32649000,Overdue
INV0000423,STU001134,HK Hè,2026-2027,2026-03-13,2026-05-01,25465000,2546000,0,22919000,Partially Paid
INV0000424,STU000361,HK1,2025-2026,2025-09-25,2025-11-02,26503000,0,1448000,27951000,Issued
INV0000425,STU000003,HK Hè,2022-2023,2022-09-17,2022-10-28,10836000,0,0,10836000,Paid
INV0000426,STU000116,HK Hè,2022-2023,2022-03-03,2022-03-25,32985000,0,0,32985000,Partially Paid
INV0000427,STU000557,HK1,2026-2027,2026-03-06,2026-04-25,34217000,0,0,34217000,Issued
INV0000428,STU000796,HK2,2021-2022,2021-08-11,2021-09-02,14924000,7462000,1298000,8760000,Issued
INV0000429,STU001455,HK2,2023-2024,2023-12-10,2024-02-03,27134000,0,0,27134000,Partially Paid
INV0000430,STU001375,HK2,2027-2028,2027-03-29,2027-04-26,16140000,8070000,0,8070000,Overdue
INV0000431,STU001260,HK1,2020-2021,2020-11-01,2020-11-26,27665000,0,0,27665000,Partially Paid
INV0000432,STU000002,HK1,2023-2024,2023-07-05,2023-08-11,31419000,3142000,0,28277000,Overdue
INV0000433,STU000551,HK1,2026-2027,2026-05-31,22/06/2026,20236000,0,0,20236000,Issued
INV0000434,STU000779,HK1,2023-2024,2023-12-15,2024-01-24,32151000,3215000,0,28936000,Issued
INV0000435,STU000056,HK2,2027-2028,2027-12-01,2027-12-21,8434000,0,0,8434000,Issued
INV0000436,STU000732,HK1,2021-2022,2021-05-31,2021-07-23,29632000,0,0,29632000,Paid
INV0000437,STU000325,HK2,2021-2022,2021-11-24,2021-12-23,15953000,0,0,15953000,Overdue
INV0000438,STU001328,HK Hè,2023-2024,2023-03-19,2023-05-07,25922000,6480000,0,19442000,Paid
INV0000439,STU000001,HK Hè,2023-2024,2023-10-16,2023-11-12,18168000,1817000,1313000,17664000,Overdue
INV0000440,STU000249,HK2,2028-2029,2028-07-04,2028-08-19,8064000,4032000,0,4032000,Paid
INV0000441,STU000926,HK1,2024-2025,2024-10-23,2024-11-13,23820000,0,0,23820000,Partially Paid
INV0000442,STU000139,HK2,2023-2024,2023-11-23,2023-12-19,29578000,2958000,0,26620000,Issued
INV0000443,STU000210,HK Hè,2024-2025,2024-08-24,2024-09-15,30565000,3056000,0,27509000,Paid
INV0000444,STU001165,HK Hè,2022-2023,2022-03-18,2022-05-01,15053000,0,102000,15155000,Overdue
INV0000445,STU000248,HK Hè,2025-2026,2025-08-23,2025-10-02,12432000,1243000,706000,11895000,Partially Paid
INV0000446,STU000993,HK Hè,2026-2027,2026-01-30,2026-02-27,30457000,7614000,0,22843000,Partially Paid
INV0000447,STU001248,HK Hè,2026-2027,2026-12-14,2027-01-21,26262000,0,0,26262000,Overdue
INV0000448,STU000165,HK Hè,2023-2024,2023-08-28,2023-10-25,26010000,0,0,26010000,Issued
INV0000449,STU000637,HK2,2029-2030,2029-04-29,2029-06-06,27006000,2701000,0,24305000,Paid
INV0000450,STU000463,HK1,2026-2027,2026-10-02,2026-11-20,11254000,1125000,0,10129000,Paid
INV0000451,STU000805,HK1,2023-2024,2023-04-04,2023-06-02,16662000,0,0,16662000,Paid
INV0000452,STU001465,HK1,2024-2025,2024-05-12,2024-06-15,26353000,0,1317000,27670000,Issued
INV0000453,STU001086,HK Hè,2024-2025,2024-12-31,2025-02-27,8664000,0,0,8664000,Overdue
INV0000454,STU000631,HK Hè,2020-2021,2020-08-27,2020-09-23,28519000,7130000,0,21389000,Partially Paid
INV0000455,STU000767,HK2,2029-2030,2029-07-20,2029-09-09,10821000,2705000,0,8116000,Partially Paid
INV0000456,STU000244,HK2,2023-2024,2023-11-30,2023-12-23,10466000,0,0,10466000,Partially Paid
INV0000457,STU001362,HK Hè,2025-2026,2025-07-20,2025-08-26,8641000,4320000,0,4321000,Paid
INV0000458,STU000802,HK Hè,2028-2029,2028-02-07,2028-03-26,19486000,9743000,0,9743000,Overdue
INV0000459,STU000011,HK2,2025-2026,2025-10-21,2025-11-18,10456000,0,863000,11319000,Paid
INV0000460,STU000747,HK Hè,2027-2028,2027-07-27,2027-09-12,28808000,0,0,28808000,Partially Paid
INV0000461,STU000356,HK Hè,2027-2028,2027-06-25,2027-08-22,31748000,0,0,31748000,Overdue
INV0000462,STU000962,HK1,2020-2021,2020-12-18,2021-02-12,14220000,0,881000,15101000,Issued
INV0000463,STU000768,HK Hè,2025-2026,2025-11-22,2026-01-06,31941000,0,0,31941000,Paid
INV0000464,STU000250,HK Hè,2023-2024,06/02/2023,2023-03-18,17733000,8866000,0,8867000,Paid
INV0000465,STU001106,HK1,2024-2025,2024-09-26,2024-11-13,29166000,0,0,29166000,Issued
INV0000466,STU000301,HK2,2023-2024,2023-11-05,2023-11-28,12072000,0,668000,12740000,Overdue
INV0000467,STU001147,HK2,2020-2021,2020-12-20,2021-02-11,23929000,0,934000,24863000,Paid
INV0000468,STU001417,HK Hè,2024-2025,2024-09-26,2024-11-17,11056000,1106000,0,9950000,Paid
INV0000469,STU001298,HK Hè,2021-2022,2021-11-11,2021-12-09,20230000,5058000,514000,15686000,Issued
INV0000470,STU000013,HK Hè,2027-2028,2027-03-03,2027-04-09,9068000,0,1325000,10393000,Overdue
INV0000471,STU000704,HK Hè,2020-2021,10/06/2020,2020-07-02,16486000,0,896000,17382000,Partially Paid
INV0000472,STU000104,HK Hè,2023-2024,2023-03-08,2023-05-06,28696000,14348000,0,14348000,Partially Paid
INV0000473,STU000369,HK2,2028-2029,2028-06-16,2028-07-20,31583000,0,0,31583000,Partially Paid
INV0000474,STU000647,HK2,2025-2026,2025-01-26,2025-03-26,18122000,0,0,18122000,Paid
INV0000475,STU000742,HK2,2022-2023,2022-07-02,2022-08-20,12963000,0,0,12963000,Paid
INV0000476,STU001054,HK Hè,2026-2027,2026-12-05,2027-01-29,25662000,6416000,0,19246000,Paid
INV0000477,STU000404,HK1,2025-2026,2025-06-08,2025-07-12,25466000,6366000,0,19100000,Paid
INV0000478,STU000240,HK Hè,2025-2026,2025-06-17,2025-08-09,17128000,0,0,17128000,Overdue
INV0000479,STU001477,HK Hè,2028-2029,2028-11-25,2028-12-25,25315000,2532000,1323000,24106000,Paid
INV0000480,STU000010,HK1,2026-2027,2026-09-09,2026-11-02,20633000,10316000,0,10317000,Paid
INV0000481,STU001051,HK1,2024-2025,2024-06-07,2024-07-15,15916000,1592000,0,14324000,Partially Paid
INV0000482,STU000956,HK2,2024-2025,2024-03-07,2024-04-12,9804000,2451000,0,7353000,Partially Paid
INV0000483,STU000604,HK Hè,2026-2027,2026-12-01,2026-12-21,18692000,4673000,0,14019000,Issued
