Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status
PAY0000287,INV0000283,STU001275,2022-10-06,Cash,14475000,TXN-25563290WT,Successful
PAY0000288,INV0002230,STU000549,2025-06-18,Card,12001000,TXN-79032383GG,Successful
PAY0000289,INV0002725,STU000041,2026-09-20,Bank Transfer,34147000,TXN-86289561VK,Successful
PAY0000290,INV0002515,STU000960,2022-11-05,Cash,13299000,TXN-24581668JI,Successful
PAY0000291,INV0001822,STU000298,2024-06-02,Bank Transfer,10016000,TXN-35065834RH,Successful
PAY0000292,INV0002064,STU001054,2027-05-07,Card,16815000,TXN-23258702PY,Successful
PAY0000293,INV0002458,STU000293,2027-05-31,Bank Transfer,3729000,TXN-08085848QG,Successful
PAY0000294,INV0002088,STU000129,2024-10-01,Card,9513000,TXN-16680819OX,Successful
PAY0000295,INV0000964,STU000220,2023-06-19,E-Wallet,12114000,TXN-39513390JS,Successful
PAY0000296,INV0000376,STU000009,2024-02-12,Bank Transfer,13550000,TXN-58251108CA,Successful
PAY0000297,INV0000636,STU000121,2025-01-28,Cash,9238000,TXN-30133016TG,Successful
PAY0000298,INV0000014,STU000081,2026-03-24,E-Wallet,20238000,TXN-97311665JH,Failed
PAY0000299,INV0001841,STU001059,2025-03-17,E-Wallet,7360000,TXN-06205722IE,Successful
PAY0000300,INV0002856,STU000734,2024-12-25,Bank Transfer,30618000,TXN-26852472UY,Successful
PAY0000301,INV0000017,STU000663,2025-03-25,E-Wallet,2753000,TXN-63715778NI,Successful
PAY0000302,INV0001619,STU000152,2024-07-22,E-Wallet,3828000,TXN-13332297AQ,Successful
PAY0000303,INV0001822,STU000298,,Bank Transfer,5619000,TXN-15058220DT,Failed
PAY0000304,INV0000707,STU001474,2020-08-18,Bank Transfer,11803000,TXN-44401195LI,Successful
PAY0000305,INV0001308,STU001288,2025-03-27,Card,22735000,TXN-53696796VO,Successful
PAY0000306,INV0000746,STU001141,2028-02-13,Bank Transfer,5035000,TXN-10847545IH,Successful
PAY0000307,INV0002524,STU001286,2022-03-15,Bank Transfer,11760000,TXN-84238750VL,Successful
PAY0000308,INV0002670,STU000199,2024-05-18,Card,11096000,TXN-96403754EZ,Successful
PAY0000309,INV0001089,STU000608,2025-12-30,Card,7842000,TXN-18177199XH,Failed
PAY0000310,INV0001871,STU000747,2026-10-17,Cash,3790000,TXN-70290576BF,Successful
PAY0000311,INV0001684,STU000719,2022-11-25,E-Wallet,9332000,TXN-46653166ED,Successful
PAY0000312,INV0002148,STU001183,2026-08-08,Cash,8413000,TXN-37420502EQ,Pending
PAY0000313,INV0001590,STU001004,2027-11-14,Bank Transfer,14739000,TXN-56151339QO,Successful
PAY0000314,INV0000405,STU000227,08/09/2026,Card,7633000,TXN-03484163CK,Successful
PAY0000315,INV0002126,STU000578,2027-02-14,Cash,11685000,TXN-09225905YR,Successful
PAY0000316,INV0000868,STU001134,2022-11-20,Cash,18689000,TXN-50085254FR,Successful
PAY0000317,INV0001807,STU000517,2023-07-08,E-Wallet,37975000,TXN-42778987UT,Successful
PAY0000318,INV0001344,STU000397,2027-06-13,Card,3499000,TXN-21866591IX,Successful
PAY0000319,INV0000307,STU000843,2026-11-09,Card,11804000,TXN-23478279FH,Failed
PAY0000320,INV0001667,STU001232,2024-01-04,E-Wallet,10987000,TXN-09631159VS,Successful
PAY0000321,INV0000026,STU000942,17/11/2020,Cash,14645000,TXN-29960662PR,Successful
PAY0000322,INV0001724,STU001013,2027-10-07,E-Wallet,4961000,TXN-63230259ZE,Successful
PAY0000323,INV0000113,STU000684,2020-10-25,Cash,10467000,TXN-01906330UZ,Successful
PAY0000324,INV0002776,STU000607,2021-04-11,Bank Transfer,8240000,TXN-80555842SP,Successful
PAY0000325,INV0000740,STU000700,26/02/2029,E-Wallet,2418000,TXN-32009467CB,Successful
PAY0000326,INV0001198,STU001282,2020-08-08,E-Wallet,8076000,TXN-83330357EE,Successful
PAY0000327,INV0002564,STU000689,2027-07-27,Cash,6333000,TXN-23724811FP,Successful
PAY0000328,INV0002274,STU001375,2027-10-21,Card,19923000,TXN-69501441HQ,Successful
PAY0000329,INV0002263,STU001190,2024-06-25,E-Wallet,9902000,TXN-19692043LQ,Successful
PAY0000330,INV0001480,STU001017,2025-11-05,Card,10215000,TXN-75525076XL,Successful
PAY0000331,INV0002754,STU001099,2027-04-04,E-Wallet,8706000,TXN-84515496CY,Successful
PAY0000332,INV0000534,STU001247,2028-07-14,E-Wallet,19191000,TXN-54231934AU,Successful
PAY0000333,INV0000474,STU000647,04/04/2025,Card,13590000,TXN-13529334WG,Successful
PAY0000334,INV0002654,STU000991,2026-05-10,Cash,2986000,TXN-03571801MG,Pending
PAY0000335,INV0002249,STU001208,2026-07-16,E-Wallet,14685000,TXN-51426248CS,Pending
PAY0000336,INV0002809,STU001479,2025-02-16,Card,14746000,TXN-69500213PZ,Successful
PAY0000337,INV0001426,STU000874,2022-09-19,Bank Transfer,7632000,TXN-44938001EO,Pending
PAY0000338,INV0000148,STU000858,2023-09-17,Bank Transfer,11461000,TXN-00322317DU,Successful
PAY0000339,INV0002552,STU000932,2027-06-08,Card,21226000,TXN-39916493NB,Successful
PAY0000340,INV0001679,STU000591,2029-01-02,Card,7058000,TXN-55035525YX,Failed
PAY0000341,INV0002653,STU000483,2023-04-08,E-Wallet,8904000,TXN-32086609XM,Successful
PAY0000342,INV0002041,STU000111,2026-09-27,Cash,15067000,TXN-38300934SD,Successful
PAY0000343,INV0000855,STU000206,2022-10-25,Card,12975000,TXN-49709902XH,Successful
PAY0000344,INV0000928,STU000179,2026-08-20,Bank Transfer,7946000,TXN-27702443PA,Successful
PAY0000345,INV0002274,STU001375,2027-10-02,Card,10292000,TXN-51267518VQ,Successful
PAY0000346,INV0002218,STU001188,2025-01-13,Bank Transfer,8152000,TXN-01327033RJ,Successful
PAY0000347,INV0001007,STU001406,2026-05-05,Bank Transfer,5131000,TXN-93714488VV,Reversed
PAY0000348,INV0000455,STU000767,2029-07-30,Card,4206000,TXN-78870318EE,Pending
PAY0000349,INV0000500,STU000603,2027-01-23,Cash,3214000,TXN-29998237LD,Pending
PAY0000350,INV0002045,STU000064,2025-09-17,Bank Transfer,5037000,TXN-25894312YJ,Successful
PAY0000351,INV0001988,STU000390,2023-06-09,E-Wallet,6408000,TXN-62935123RL,Successful
PAY0000352,INV0002549,STU000117,2026-08-23,E-Wallet,11170000,TXN-10021575MN,Successful
PAY0000353,INV0000157,STU000955,2027-11-29,E-Wallet,26772000,TXN-97347327RA,Reversed
PAY0000354,INV0002375,STU000934,2025-08-11,E-Wallet,8332000,TXN-63714244XD,Successful
PAY0000355,INV0002604,STU001023,14/07/2025,E-Wallet,16695000,TXN-26263630II,Successful
PAY0000356,INV0002635,STU000668,2022-11-23,Bank Transfer,15085000,TXN-86164907QV,Successful
PAY0000357,INV0001801,STU000230,2026-12-31,E-Wallet,22392000,TXN-51521749RV,Reversed
PAY0000358,INV0001425,STU000299,,Card,13447000,TXN-92419924UA,Successful
PAY0000359,INV0002369,STU000281,2027-10-28,Bank Transfer,6879000,TXN-70600811GB,Successful
PAY0000360,INV0001957,STU001211,2025-02-04,Cash,19562000,TXN-10898415XV,Failed
PAY0000361,INV0002124,STU000792,18/08/2026,Cash,13369000,TXN-16241959BA,Successful
PAY0000362,INV0001813,STU001454,2024-03-14,E-Wallet,3968000,TXN-02099218LI,Successful
PAY0000363,INV0001858,STU001119,2027-12-10,Card,3260000,TXN-80489157IB,Successful
PAY0000364,INV0001298,STU001400,2027-08-07,E-Wallet,20074000,TXN-66349491CJ,Successful
PAY0000365,INV0001340,STU001138,2023-04-02,Card,14152000,TXN-70883726EC,Failed
PAY0000366,INV0002593,STU000801,2022-08-15,E-Wallet,19161000,TXN-81656735EA,Successful
PAY0000367,INV0002179,STU000258,2022-07-19,Cash,12516000,TXN-23099142PG,Successful
PAY0000368,INV0000474,STU000647,2025-04-22,Cash,6724000,TXN-67023266FP,Successful
PAY0000369,INV0000792,STU000825,2025-04-27,Bank Transfer,7651000,TXN-43206964DO,Successful
PAY0000370,INV0000342,STU000507,2023-05-08,Cash,10707000,TXN-36740673UF,Successful
PAY0000371,INV0001348,STU000892,2022-11-17,E-Wallet,24513000,TXN-11431311GR,Successful
PAY0000372,INV0002704,STU001461,2028-01-18,Cash,5368000,TXN-17655112RS,Successful
PAY0000373,INV0002359,STU000476,2023-12-18,Bank Transfer,9806000,TXN-52347758MT,Successful
PAY0000374,INV0001571,STU000808,2023-08-23,E-Wallet,11927000,TXN-15360870YX,Successful
PAY0000375,INV0002130,STU001213,2022-02-09,E-Wallet,11934000,TXN-93020977QI,Successful
PAY0000376,INV0002596,STU000350,2029-12-25,Card,19199000,TXN-11333852OT,Failed
PAY0000377,INV0002727,STU001353,2026-08-01,Bank Transfer,17554000,TXN-88770706KG,Reversed
PAY0000378,INV0000776,STU001456,2020-10-24,E-Wallet,13012000,TXN-36161744DV,Successful
PAY0000379,INV0002692,STU001063,2026-11-06,Bank Transfer,26122000,TXN-63302747HP,Successful
PAY0000380,INV0002424,STU000903,2026-10-09,Cash,14839000,TXN-69461243WH,Successful
PAY0000381,INV0000322,STU000792,2025-11-04,Cash,10141000,TXN-64509024TW,Successful
PAY0000382,INV0002186,STU001168,2025-05-07,Card,17388000,TXN-25854381GZ,Successful
PAY0000383,INV0001596,STU000676,2025-05-12,E-Wallet,3903000,TXN-44802203EB,Successful
PAY0000384,INV0000809,STU001037,2024-10-23,Card,8916000,TXN-64701598RE,Successful
PAY0000385,INV0000402,STU000713,2026-10-13,E-Wallet,18570000,TXN-85484924IY,Successful
PAY0000386,INV0001022,STU000656,2023-04-03,Bank Transfer,59012000,TXN-45441089NF,Successful
PAY0000387,INV0000860,STU001408,2021-09-23,Bank Transfer,5772000,TXN-55711763II,Successful
PAY0000388,INV0001182,STU001140,2027-08-30,E-Wallet,5263000,TXN-09230714UI,Successful
PAY0000389,INV0002136,STU000026,2023-09-03,Cash,13044000,TXN-53922921OG,Pending
PAY0000390,INV0001021,STU000015,2027-09-26,Card,10109000,TXN-83887030MP,Successful
PAY0000391,INV0002593,STU000801,2023-07-16,E-Wallet,15013000,TXN-24926502JQ,Successful
PAY0000392,INV0002525,STU001161,2025-07-30,Bank Transfer,8212000,TXN-41725776PH,Successful
PAY0000393,INV0002268,STU001011,2030-09-17,E-Wallet,32002000,TXN-13421307WU,Successful
PAY0000394,INV0001363,STU001086,2021-02-07,E-Wallet,10697000,TXN-39356202BC,Successful
PAY0000395,INV0001394,STU000155,2023-11-02,Card,17329000,TXN-24469843KV,Successful
PAY0000396,INV0000827,STU001216,2026-05-02,Cash,17918000,TXN-79913704UD,Successful
PAY0000397,INV0002313,STU001049,2024-06-10,E-Wallet,9785000,TXN-18486637PP,Successful
PAY0000398,INV0000628,STU000923,2022-06-22,Cash,66193000,TXN-49289025GS,Successful
PAY0000399,INV0002593,STU000801,2023-07-20,Bank Transfer,14203000,TXN-87343557RP,Successful
PAY0000400,INV0002793,STU000808,2026-11-27,Card,10840000,TXN-41162027XN,Successful
PAY0000401,INV0002737,STU000604,2026-09-26,Card,21278000,TXN-56442058HN,Successful
PAY0000402,INV0000890,STU001146,2027-10-06,Cash,6745000,TXN-85747277NK,Successful
PAY0000403,INV0001773,STU001020,2021-03-13,Card,14105000,TXN-43245498OC,Successful
PAY0000404,INV0000279,STU000418,2024-06-02,Bank Transfer,10571000,TXN-60080437TP,Successful
PAY0000405,INV0001652,STU001277,2029-03-31,Cash,8524000,TXN-08058359XB,Reversed
PAY0000406,INV0001959,STU000183,2027-11-29,Card,35719000,TXN-00763654VD,Successful
PAY0000407,INV0001526,STU000945,2025-12-14,Card,10703000,TXN-61543300PV,Pending
PAY0000408,INV0000307,STU000843,2026-09-29,Cash,11116000,TXN-74985104FG,Successful
PAY0000409,INV0000503,STU000415,2022-10-12,Cash,14944000,TXN-34243648FC,Successful
PAY0000410,INV0002745,STU000300,2027-09-19,E-Wallet,4286000,TXN-46886557SK,Successful
PAY0000411,INV0000075,STU000742,2022-08-26,Card,11048000,TXN-59032448ZC,Successful
PAY0000412,INV0001334,STU000864,2020-09-06,Cash,17063000,TXN-45686758RX,Failed
PAY0000413,INV0001537,STU000087,2029-07-19,Cash,7636000,TXN-83429221CS,Successful
PAY0000414,INV0002463,STU001300,2026-04-06,Bank Transfer,5901000,TXN-99859924FI,Failed
PAY0000415,INV0001799,STU000730,2020-07-30,Bank Transfer,7848000,TXN-74248440NI,Successful
PAY0000416,INV0002577,STU001040,2026-08-25,Cash,8542000,TXN-23644586NV,Failed
PAY0000417,INV0001296,STU000988,2025-05-23,Cash,6271000,TXN-38689959EV,Failed
PAY0000418,INV0000414,STU001326,2021-05-21,Card,11274000,TXN-82082730TY,Successful
PAY0000419,INV0002880,STU000891,2023-06-25,E-Wallet,12345000,TXN-71568071RM,Successful
PAY0000420,INV0000057,STU000393,2027-02-06,Bank Transfer,25319000,TXN-60241088TA,Successful
PAY0000421,INV0000753,STU001185,2027-08-16,Bank Transfer,7801000,TXN-21823483OX,Successful
PAY0000422,INV0002538,STU000417,24/03/2023,Bank Transfer,12663000,TXN-61800367CM,Successful
PAY0000423,INV0000657,STU000495,2027-08-17,Bank Transfer,11489000,TXN-04389692RX,Successful
PAY0000424,INV0000136,STU000708,2023-05-24,Card,6745000,TXN-18335469CC,Successful
PAY0000425,INV0000297,STU000173,2024-05-18,E-Wallet,23424000,TXN-49914907XW,Successful
PAY0000426,INV0001503,STU001266,2023-08-24,E-Wallet,16512000,TXN-24353235VR,Failed
PAY0000427,INV0000930,STU001386,2025-05-11,Cash,11414000,TXN-26680263LB,Successful
PAY0000428,INV0001413,STU000109,2026-09-16,Bank Transfer,7796000,TXN-89610972YV,Successful
PAY0000429,INV0000308,STU001161,2025-10-18,E-Wallet,17389000,TXN-29402432SL,Successful
PAY0000430,INV0001881,STU000247,2022-02-01,Cash,13473000,TXN-38617280WU,Successful
PAY0000431,INV0000116,STU001337,2022-03-25,Card,13643000,TXN-75038389HA,Successful
PAY0000432,INV0000720,STU000990,2028-10-29,Card,11185000,TXN-98874428ZQ,Successful
PAY0000433,INV0002226,STU000055,,Bank Transfer,7618000,TXN-96675034QJ,Successful
PAY0000434,INV0001231,STU000578,2027-08-31,Card,6723000,TXN-39159269CY,Successful
PAY0000435,INV0002481,STU001112,2029-07-29,Card,12737000,TXN-14512193KT,Pending
PAY0000436,INV0000279,STU000418,2024-03-21,Card,23268000,TXN-62564005YA,Successful
PAY0000437,INV0002933,STU001419,2028-01-25,Bank Transfer,3533000,TXN-53824005NH,Pending
PAY0000438,INV0000426,STU000116,2022-03-04,Card,21872000,TXN-55886077EP,Pending
PAY0000439,INV0001214,STU001174,2025-04-21,Card,6377000,TXN-77069500XJ,Successful
PAY0000440,INV0001643,STU000169,2023-01-10,E-Wallet,15638000,TXN-45309538JC,Successful
PAY0000441,INV0001344,STU000397,2027-08-09,Cash,7896000,TXN-82257520LT,Successful
PAY0000442,INV0002630,STU001388,2026-01-20,Cash,3166000,TXN-24783697RV,Successful
PAY0000443,INV0002802,STU000552,2023-08-21,Cash,12224000,TXN-43237996RG,Successful
PAY0000444,INV0001961,STU000669,2025-12-10,Cash,21286000,TXN-67196646GY,Successful
PAY0000445,INV0001279,STU000575,2022-04-18,Card,22939000,TXN-73257166BG,Successful
PAY0000446,INV0000794,STU000366,2028-09-26,Card,6921000,TXN-06873180TX,Successful
PAY0000447,INV0002265,STU000997,2025-11-02,Cash,2266000,TXN-64947421HZ,Successful
PAY0000448,INV0002740,STU001126,2020-11-01,Cash,4942000,TXN-50667806RM,Successful
PAY0000449,INV0001650,STU000045,2028-02-04,Cash,17581000,TXN-91468872GM,Successful
PAY0000450,INV0000782,STU000990,2030-01-25,Card,12132000,TXN-57445661QQ,Successful
PAY0000451,INV0002537,STU000264,2021-02-18,E-Wallet,25066000,TXN-45732437VE,Successful
PAY0000452,INV0002537,STU000264,25/04/2021,Cash,9967000,TXN-90181643PA,Successful
PAY0000453,INV0001133,STU001091,2022-01-12,Bank Transfer,8310000,TXN-41494221DY,Successful
PAY0000454,INV0001336,STU000909,22/11/2028,Bank Transfer,15873000,TXN-90751975SP,Successful
PAY0000455,INV0002306,STU000867,2026-06-10,Bank Transfer,7231000,TXN-53052801EG,Successful
PAY0000456,INV0001223,STU000610,2025-09-11,Cash,11610000,TXN-91713460RB,Successful
PAY0000457,INV0000722,STU000735,2027-11-15,Bank Transfer,14622000,TXN-06799252EJ,Successful
PAY0000458,INV0000163,STU000584,2024-07-28,Card,4358000,TXN-84256354TP,Successful
PAY0000459,INV0000968,STU000272,2022-10-15,E-Wallet,3115000,TXN-49442827TD,Successful
PAY0000460,INV0002483,STU000238,,Bank Transfer,6955000,TXN-11903906PA,Successful
PAY0000461,INV0002095,STU001397,2022-01-28,Card,4752000,TXN-11803333XL,Successful
PAY0000462,INV0000767,STU001376,2025-10-18,Bank Transfer,4736000,TXN-41480089SB,Successful
PAY0000463,INV0000147,STU000237,2025-05-08,Bank Transfer,1463000,TXN-44429484RA,Successful
PAY0000464,INV0001650,STU000045,2028-01-05,E-Wallet,18564000,TXN-83067116FF,Successful
PAY0000465,INV0001659,STU000287,2022-12-19,Bank Transfer,25083000,TXN-21108224UL,Reversed
PAY0000466,INV0002162,STU000496,2029-06-19,Card,3237000,TXN-11171881UJ,Successful
PAY0000467,INV0001677,STU000514,2030-03-07,Bank Transfer,7107000,TXN-88950445RN,Successful
PAY0000468,INV0001934,STU000608,2025-05-26,Cash,2717000,TXN-84377198DE,Successful
PAY0000469,INV0002037,STU001367,2023-09-05,Cash,13880000,TXN-79770256CW,Successful
PAY0000470,INV0000766,STU000681,2028-09-02,E-Wallet,19825000,TXN-25150021IE,Pending
PAY0000471,INV0002555,STU000238,2025-10-01,Card,5940000,TXN-51389048QC,Pending
PAY0000472,INV0000936,STU000791,2025-07-02,E-Wallet,5198000,TXN-47032442LY,Successful
PAY0000473,INV0000545,STU000348,2023-01-28,Cash,6183000,TXN-50074989LR,Successful
PAY0000474,INV0001677,STU000514,2029-12-10,E-Wallet,22770000,TXN-10728911PS,Successful
PAY0000475,INV0001706,STU000520,2026-07-10,Cash,16364000,TXN-52160002LD,Failed
PAY0000476,INV0001118,STU000988,2024-07-07,Cash,19530000,TXN-84698847BZ,Successful
PAY0000477,INV0000266,STU000428,2028-06-22,Card,16120000,TXN-01448739QV,Successful
PAY0000478,INV0002650,STU000196,25/01/2024,Cash,8270000,TXN-56021636DQ,Pending
PAY0000479,INV0001087,STU000548,2028-08-13,E-Wallet,7496000,TXN-47390246GD,Successful
PAY0000480,INV0000219,STU000150,2029-07-01,Bank Transfer,14794000,TXN-97493889TC,Successful
PAY0000481,INV0002724,STU001247,21/09/2026,Cash,12094000,TXN-65450800ZI,Successful
PAY0000482,INV0002958,STU000345,2027-01-18,Bank Transfer,9142000,TXN-24488122WW,Failed
PAY0000483,INV0002923,STU000268,2022-02-25,Bank Transfer,3982000,TXN-52796675JM,Successful
PAY0000484,INV0001685,STU001357,2027-06-21,Card,10339000,TXN-53265713XP,Successful
PAY0000485,INV0002355,STU000906,2023-06-16,Cash,23161000,TXN-61546188IA,Successful
PAY0000486,INV0000900,STU001152,2022-07-21,E-Wallet,8042000,TXN-94448611XP,Successful
PAY0000487,INV0000200,STU001227,2028-04-20,Card,16633000,TXN-32736045QL,Successful
PAY0000488,INV0000967,STU001460,2021-05-20,Cash,5229000,TXN-11808793LY,Reversed
PAY0000489,INV0000096,STU000564,2025-05-22,Bank Transfer,9281000,TXN-20621920VZ,Successful
PAY0000490,INV0001520,STU001250,2030-01-10,Card,2596000,TXN-06297300RX,Successful
PAY0000491,INV0000178,STU000090,2029-02-05,Bank Transfer,12634000,TXN-22931891FQ,Successful
PAY0000492,INV0000580,STU001333,2027-08-03,Card,26630000,TXN-37980040DW,Successful
PAY0000493,INV0000225,STU000796,2022-06-24,Cash,3305000,TXN-11900598RA,Successful
PAY0000494,INV0000790,STU000021,2025-09-11,E-Wallet,14214000,TXN-63542719IH,Successful
PAY0000495,INV0000703,STU000455,2026-08-08,Cash,22047000,TXN-56902082PM,Successful
PAY0000496,INV0000605,STU000663,2024-04-16,Card,6030000,TXN-14366014WJ,Successful
PAY0000497,INV0000553,STU000283,2029-06-28,Cash,3645000,TXN-09935742UH,Successful
PAY0000498,INV0000685,STU001489,2022-12-15,Card,18141000,TXN-52861097VR,Successful
PAY0000499,INV0000898,STU000554,2020-07-27,Bank Transfer,7472000,TXN-91687203US,Successful
PAY0000500,INV0000502,STU000462,2028-01-30,Cash,8716000,TXN-02514705QS,Successful
PAY0000501,INV0000674,STU001083,2029-02-27,E-Wallet,13904000,TXN-92528498II,Successful
PAY0000502,INV0001582,STU000858,2024-09-04,Bank Transfer,5248000,TXN-56280599LE,Successful
PAY0000503,INV0001932,STU000692,2027-10-20,Bank Transfer,14026000,TXN-85496257IC,Successful
PAY0000504,INV0002683,STU001031,2023-02-13,Bank Transfer,10142000,TXN-09037234ZU,Successful
PAY0000505,INV0000975,STU001100,2024-05-12,Cash,12234000,TXN-74517932VO,Successful
PAY0000506,INV0000691,STU001015,2029-10-06,Cash,11110000,TXN-07992487QK,Successful
PAY0000507,INV0000089,STU001218,2020-08-20,E-Wallet,15349000,TXN-58083814CO,Successful
PAY0000508,INV0002053,STU001441,2023-01-30,Bank Transfer,7399000,TXN-21864229AR,Successful
PAY0000509,INV0000161,STU001033,2021-12-30,Card,9737000,TXN-15540502TF,Successful
PAY0000510,INV0002395,STU000779,2021-11-29,E-Wallet,27697000,TXN-35595648AW,Successful
PAY0000511,INV0001505,STU000365,2026-03-11,Bank Transfer,4319000,TXN-78341383ZQ,Successful
PAY0000512,INV0001537,STU000087,2029-06-19,Card,7128000,TXN-10200291GX,Successful
PAY0000513,INV0000654,STU000306,2021-10-09,Card,27199000,TXN-98598737IN,Reversed
PAY0000514,INV0000139,STU000810,2024-04-08,Cash,11253000,TXN-64390825CO,Successful
PAY0000515,INV0000217,STU001352,2022-11-28,Card,10416000,TXN-39355498LD,Successful
PAY0000516,INV0002291,STU000714,2024-02-09,E-Wallet,7676000,TXN-56599854LY,Successful
PAY0000517,INV0001486,STU001395,05/11/2023,E-Wallet,4862000,TXN-22025043CN,Pending
PAY0000518,INV0002346,STU000032,2023-03-28,Cash,9905000,TXN-24869580HX,Successful
PAY0000519,INV0001202,STU000193,2022-09-04,E-Wallet,5580000,TXN-19536374WY,Successful
PAY0000520,INV0000389,STU000152,2026-07-16,E-Wallet,17917000,TXN-54546470VD,Successful
PAY0000521,INV0001050,STU000530,2025-01-09,Card,11266000,TXN-75170322AL,Successful
PAY0000522,INV0002426,STU000279,2028-02-11,Bank Transfer,4203000,TXN-74923160JX,Successful
PAY0000523,INV0000605,STU000663,2024-05-10,E-Wallet,8552000,TXN-60050396UW,Successful
PAY0000524,INV0002172,STU001299,2024-07-17,E-Wallet,8431000,TXN-77269548AS,Successful
PAY0000525,INV0001764,STU001482,2025-02-06,E-Wallet,13728000,TXN-62905738IB,Successful
PAY0000526,INV0002746,STU000388,2027-12-15,Cash,10790000,TXN-64032893IV,Successful
PAY0000527,INV0001373,STU000935,2025-02-15,Card,12956000,TXN-22308716XC,Successful
PAY0000528,INV0000125,STU001329,2024-03-25,Cash,12715000,TXN-85074261GC,Successful
